batch_id,t0_ns,t1_ns,t2_ns,t3_ns,t4_ns,num_faults,spec_enqueues,spec_drops,spec_hits,enqueue_overhead_ns,total_latency_ns,phase01_ns,phase12_ns,phase23_ns
31277875,27561749810627,27561749820263,27561750033143,27561750033143,27561750033457,1,1,0,0,8135,222830,9636,212880,0
31277876,27561750107792,27561750111805,27561750637404,27561750637404,27561750637674,6,1,0,0,3563,529882,4013,525599,0
31277877,27561751158875,27561751162459,27561751776429,27561751776429,27561751776662,10,1,0,0,3133,617787,3584,613970,0
31277878,27561752143974,27561752147402,27561752953969,27561752953969,27561752954148,9,1,0,0,3067,810174,3428,806567,0
31277879,27561753447000,27561753450462,27561754040176,27561754040176,27561754040423,8,1,0,0,3045,593423,3462,589714,0
31277880,27561754378665,27561754382037,27561755010787,27561755010787,27561755011018,11,1,0,0,3029,632353,3372,628750,0
31277881,27561755373435,27561755376771,27561755784046,27561755784046,27561755784258,5,1,0,0,3020,410823,3336,407275,0
31277882,27561756115216,27561756118532,27561756634117,27561756634117,27561756634300,7,1,0,0,2924,519084,3316,515585,0
31277883,27561756996619,27561757008191,27561757411902,27561757411902,27561757412106,5,1,0,0,10996,415487,11572,403711,0
31277884,27561757786477,27561757789742,27561758262696,27561758262696,27561758262918,9,1,0,0,2990,476441,3265,472954,0
31277885,27561758568931,27561758573962,27561759034297,27561759034297,27561759034490,8,1,0,0,4573,465559,5031,460335,0
31277886,27561759716663,27561759719553,27561759930210,27561759930210,27561759930347,5,1,0,0,2603,213684,2890,210657,0
31277887,27561760245450,27561760248226,27561760734574,27561760734574,27561760734723,8,1,0,0,2347,489273,2776,486348,0
31277888,27561761418743,27561761421546,27561761624106,27561761624106,27561761624283,3,1,0,0,2478,205540,2803,202560,0
31277889,27561762212238,27561762214951,27561762287098,27561762287098,27561762287238,3,1,0,0,2285,75000,2713,72147,0
31277890,27561762460757,27561762463571,27561762615991,27561762615991,27561762616214,2,1,0,0,2556,155457,2814,152420,0
31277891,27561763116124,27561763118656,27561763158930,27561763158930,27561763159111,1,1,0,0,2267,42987,2532,40274,0
31277892,27561763266582,27561763269254,27561763317485,27561763317485,27561763317645,1,1,0,0,2420,51063,2672,48231,0
31277893,27561763438478,27561763441208,27561763507607,27561763507607,27561763507754,1,1,0,0,2392,69276,2730,66399,0
31277894,27561763682127,27561763684748,27561763724949,27561763724949,27561763725121,1,1,0,0,2310,42994,2621,40201,0
31277895,27561763811887,27561763814500,27561763853036,27561763853036,27561763853194,1,1,0,0,2356,41307,2613,38536,0
31277896,27561763939796,27561763942437,27561763944270,27561763944270,27561763944413,1,1,0,0,2329,4617,2641,1833,0
31277897,27561763990263,27561763993002,27561764072944,27561764072944,27561764073152,1,1,0,0,2393,82889,2739,79942,0
31277898,27561764244544,27561764247199,27561764287007,27561764287007,27561764287186,1,1,0,0,2352,42642,2655,39808,0
31277899,27561764400868,27561764403461,27561764450397,27561764450397,27561764450580,1,1,0,0,2291,49712,2593,46936,0
31277900,27561764595626,27561764598300,27561764665795,27561764665795,27561764665966,1,1,0,0,2326,70340,2674,67495,0
31277901,27561764840510,27561764843104,27561764883364,27561764883364,27561764883510,1,1,0,0,2320,43000,2594,40260,0
31277902,27561764969323,27561764972135,27561765019590,27561765019590,27561765019776,1,1,0,0,2247,50453,2812,47455,0
31277903,27561765094772,27561765097190,27561765099334,27561765099334,27561765099442,1,1,0,0,2117,4670,2418,2144,0
31277904,27561765148260,27561765150771,27561765218153,27561765218153,27561765218332,1,1,0,0,2180,70072,2511,67382,0
31277905,27561765386398,27561765388958,27561765429340,27561765429340,27561765429489,1,1,0,0,2291,43091,2560,40382,0
31277906,27561765515761,27561765518429,27561765555928,27561765555928,27561765556073,1,1,0,0,2416,40312,2668,37499,0
31277907,27561765641948,27561765644618,27561765646360,27561765646360,27561765646456,1,1,0,0,2377,4508,2670,1742,0
31277908,27561765695068,27561765697555,27561765763722,27561765763722,27561765763873,1,1,0,0,2147,68805,2487,66167,0
31277909,27561765946124,27561765948764,27561765989036,27561765989036,27561765989185,1,1,0,0,2315,43061,2640,40272,0
31277910,27561766075526,27561766077918,27561766115983,27561766115983,27561766116134,1,1,0,0,2065,40608,2392,38065,0
31277911,27561766203420,27561766206075,27561766207910,27561766207910,27561766208037,1,1,0,0,2358,4617,2655,1835,0
