Run_ID,Time_ms,Bandwidth_GBs
1,460.90,9.32
2,458.93,9.36
3,460.75,9.32
4,459.92,9.34
5,460.41,9.33
6,459.78,9.34
7,460.77,9.32
8,458.67,9.36
9,457.51,9.39
10,458.78,9.36
11,460.09,9.34
12,461.49,9.31
13,463.04,9.28
14,467.48,9.19
15,460.33,9.33
16,460.79,9.32
17,468.13,9.17
18,459.85,9.34
19,457.29,9.39
20,459.20,9.35
