Benchmark,Size_Arg,Approx_Input_GB,Run_ID,Time_ms,Bandwidth_GBs,Faults_Detected_Nsys
SGEMM,8192,0.27,49,151.98,N/A,Table Not Found
SGEMM,8192,0.27,50,153.36,N/A,Table Not Found
SGEMM,16384,1.07,1,1036.48,N/A,Table Not Found
SGEMM,16384,1.07,2,1035.14,N/A,Table Not Found
SGEMM,16384,1.07,3,1033.26,N/A,Table Not Found
SGEMM,16384,1.07,4,1032.31,N/A,Table Not Found
SGEMM,16384,1.07,5,1035.98,N/A,Table Not Found
SGEMM,16384,1.07,6,1034.78,N/A,Table Not Found
SGEMM,16384,1.07,7,1032.30,N/A,Table Not Found
SGEMM,16384,1.07,8,1034.89,N/A,Table Not Found
SGEMM,16384,1.07,9,1036.69,N/A,Table Not Found
SGEMM,16384,1.07,10,1031.50,N/A,Table Not Found
SGEMM,16384,1.07,11,1031.46,N/A,Table Not Found
SGEMM,16384,1.07,12,1028.81,N/A,Table Not Found
SGEMM,16384,1.07,13,1029.72,N/A,Table Not Found
SGEMM,16384,1.07,14,1032.79,N/A,Table Not Found
SGEMM,16384,1.07,15,1027.24,N/A,Table Not Found
SGEMM,16384,1.07,16,1033.51,N/A,Table Not Found
SGEMM,16384,1.07,17,1036.34,N/A,Table Not Found
SGEMM,16384,1.07,18,1035.71,N/A,Table Not Found
SGEMM,16384,1.07,19,1034.07,N/A,Table Not Found
SGEMM,16384,1.07,20,1034.21,N/A,Table Not Found
SGEMM,16384,1.07,21,1035.11,N/A,Table Not Found
SGEMM,16384,1.07,22,1031.08,N/A,Table Not Found
SGEMM,16384,1.07,23,1033.96,N/A,Table Not Found
SGEMM,16384,1.07,24,1035.82,N/A,Table Not Found
SGEMM,16384,1.07,25,1033.64,N/A,Table Not Found
SGEMM,16384,1.07,26,1030.43,N/A,Table Not Found
SGEMM,16384,1.07,27,1032.84,N/A,Table Not Found
SGEMM,16384,1.07,28,1041.18,N/A,Table Not Found
SGEMM,16384,1.07,29,1035.00,N/A,Table Not Found
SGEMM,16384,1.07,30,1031.57,N/A,Table Not Found
SGEMM,16384,1.07,31,1034.92,N/A,Table Not Found
SGEMM,16384,1.07,32,1030.24,N/A,Table Not Found
SGEMM,16384,1.07,33,1028.06,N/A,Table Not Found
SGEMM,16384,1.07,34,1032.89,N/A,Table Not Found
SGEMM,16384,1.07,35,1032.51,N/A,Table Not Found
SGEMM,16384,1.07,36,1032.83,N/A,Table Not Found
SGEMM,16384,1.07,37,1032.58,N/A,Table Not Found
SGEMM,16384,1.07,38,1034.53,N/A,Table Not Found
SGEMM,16384,1.07,39,1032.04,N/A,Table Not Found
SGEMM,16384,1.07,40,1028.17,N/A,Table Not Found
SGEMM,16384,1.07,41,1030.61,N/A,Table Not Found
SGEMM,16384,1.07,42,1030.25,N/A,Table Not Found
SGEMM,16384,1.07,43,1033.25,N/A,Table Not Found
SGEMM,16384,1.07,44,1035.56,N/A,Table Not Found
SGEMM,16384,1.07,45,1035.68,N/A,Table Not Found
SGEMM,16384,1.07,46,1032.76,N/A,Table Not Found
SGEMM,16384,1.07,47,1033.53,N/A,Table Not Found
SGEMM,16384,1.07,48,1034.50,N/A,Table Not Found
SGEMM,16384,1.07,49,1034.60,N/A,Table Not Found
SGEMM,16384,1.07,50,1033.85,N/A,Table Not Found
SGEMM,24000,2.30,1,3074.51,N/A,Table Not Found
SGEMM,24000,2.30,2,3078.14,N/A,Table Not Found
SGEMM,24000,2.30,3,3082.73,N/A,Table Not Found
SGEMM,24000,2.30,4,3077.41,N/A,Table Not Found
SGEMM,24000,2.30,5,3075.16,N/A,Table Not Found
SGEMM,24000,2.30,6,3080.00,N/A,Table Not Found
SGEMM,24000,2.30,7,3080.93,N/A,Table Not Found
SGEMM,24000,2.30,8,3078.20,N/A,Table Not Found
SGEMM,24000,2.30,9,3081.73,N/A,Table Not Found
SGEMM,24000,2.30,10,3080.33,N/A,Table Not Found
SGEMM,24000,2.30,11,3078.10,N/A,Table Not Found
SGEMM,24000,2.30,12,3079.39,N/A,Table Not Found
SGEMM,24000,2.30,13,3081.22,N/A,Table Not Found
SGEMM,24000,2.30,14,3079.07,N/A,Table Not Found
SGEMM,24000,2.30,15,3078.95,N/A,Table Not Found
SGEMM,24000,2.30,16,3080.45,N/A,Table Not Found
SGEMM,24000,2.30,17,3078.25,N/A,Table Not Found
SGEMM,24000,2.30,18,3079.58,N/A,Table Not Found
SGEMM,24000,2.30,19,3074.93,N/A,Table Not Found
SGEMM,24000,2.30,20,3079.29,N/A,Table Not Found
SGEMM,24000,2.30,21,3080.20,N/A,Table Not Found
SGEMM,24000,2.30,22,3083.50,N/A,Table Not Found
SGEMM,24000,2.30,23,3082.59,N/A,Table Not Found
SGEMM,24000,2.30,24,3081.27,N/A,Table Not Found
SGEMM,24000,2.30,25,3078.61,N/A,Table Not Found
SGEMM,24000,2.30,26,3083.41,N/A,Table Not Found
SGEMM,24000,2.30,27,3082.67,N/A,Table Not Found
SGEMM,24000,2.30,28,3079.67,N/A,Table Not Found
SGEMM,24000,2.30,29,3080.19,N/A,Table Not Found
SGEMM,24000,2.30,30,3078.16,N/A,Table Not Found
SGEMM,24000,2.30,31,3081.51,N/A,Table Not Found
SGEMM,24000,2.30,32,3080.78,N/A,Table Not Found
SGEMM,24000,2.30,33,3080.25,N/A,Table Not Found
SGEMM,24000,2.30,34,3081.03,N/A,Table Not Found
SGEMM,24000,2.30,35,3078.35,N/A,Table Not Found
SGEMM,24000,2.30,36,3076.95,N/A,Table Not Found
SGEMM,24000,2.30,37,3078.75,N/A,Table Not Found
SGEMM,24000,2.30,38,3080.32,N/A,Table Not Found
SGEMM,24000,2.30,39,3080.23,N/A,Table Not Found
SGEMM,24000,2.30,40,3078.97,N/A,Table Not Found
SGEMM,24000,2.30,41,3081.77,N/A,Table Not Found
SGEMM,24000,2.30,42,3084.12,N/A,Table Not Found
SGEMM,24000,2.30,43,3083.72,N/A,Table Not Found
SGEMM,24000,2.30,44,3083.00,N/A,Table Not Found
SGEMM,24000,2.30,45,3079.84,N/A,Table Not Found
SGEMM,24000,2.30,46,3080.52,N/A,Table Not Found
SGEMM,24000,2.30,47,3083.00,N/A,Table Not Found
SGEMM,24000,2.30,48,3080.76,N/A,Table Not Found
SGEMM,24000,2.30,49,3080.30,N/A,Table Not Found
SGEMM,24000,2.30,50,3083.65,N/A,Table Not Found
Stencil,8192,0.27,1,28.77,N/A,Table Not Found
Stencil,8192,0.27,2,28.47,N/A,Table Not Found
Stencil,8192,0.27,3,29.70,N/A,Table Not Found
Stencil,8192,0.27,4,28.49,N/A,Table Not Found
Stencil,8192,0.27,5,28.97,N/A,Table Not Found
Stencil,8192,0.27,6,29.90,N/A,Table Not Found
Stencil,8192,0.27,7,28.89,N/A,Table Not Found
Stencil,8192,0.27,8,30.64,N/A,Table Not Found
Stencil,8192,0.27,9,28.91,N/A,Table Not Found
Stencil,8192,0.27,10,29.14,N/A,Table Not Found
Stencil,8192,0.27,11,28.14,N/A,Table Not Found
Stencil,8192,0.27,12,29.40,N/A,Table Not Found
Stencil,8192,0.27,13,29.36,N/A,Table Not Found
Stencil,8192,0.27,14,29.31,N/A,Table Not Found
Stencil,8192,0.27,15,28.55,N/A,Table Not Found
Stencil,8192,0.27,16,29.01,N/A,Table Not Found
Stencil,8192,0.27,17,29.23,N/A,Table Not Found
Stencil,8192,0.27,18,29.22,N/A,Table Not Found
Stencil,8192,0.27,19,29.18,N/A,Table Not Found
Stencil,8192,0.27,20,28.99,N/A,Table Not Found
Stencil,8192,0.27,21,29.03,N/A,Table Not Found
Stencil,8192,0.27,22,29.40,N/A,Table Not Found
Stencil,8192,0.27,23,28.17,N/A,Table Not Found
Stencil,8192,0.27,24,29.90,N/A,Table Not Found
Stencil,8192,0.27,25,28.17,N/A,Table Not Found
Stencil,8192,0.27,26,28.53,N/A,Table Not Found
Stencil,8192,0.27,27,28.41,N/A,Table Not Found
Stencil,8192,0.27,28,29.50,N/A,Table Not Found
Stencil,8192,0.27,29,28.67,N/A,Table Not Found
Stencil,8192,0.27,30,28.51,N/A,Table Not Found
Stencil,8192,0.27,31,29.35,N/A,Table Not Found
Stencil,8192,0.27,32,29.11,N/A,Table Not Found
Stencil,8192,0.27,33,28.69,N/A,Table Not Found
Stencil,8192,0.27,34,28.51,N/A,Table Not Found
Stencil,8192,0.27,35,29.22,N/A,Table Not Found
Stencil,8192,0.27,36,29.04,N/A,Table Not Found
Stencil,8192,0.27,37,29.17,N/A,Table Not Found
Stencil,8192,0.27,38,28.96,N/A,Table Not Found
Stencil,8192,0.27,39,28.07,N/A,Table Not Found
Stencil,8192,0.27,40,28.71,N/A,Table Not Found
Stencil,8192,0.27,41,28.80,N/A,Table Not Found
Stencil,8192,0.27,42,29.55,N/A,Table Not Found
Stencil,8192,0.27,43,29.11,N/A,Table Not Found
Stencil,8192,0.27,44,28.26,N/A,Table Not Found
Stencil,8192,0.27,45,28.92,N/A,Table Not Found
Stencil,8192,0.27,46,29.31,N/A,Table Not Found
Stencil,8192,0.27,47,28.73,N/A,Table Not Found
Stencil,8192,0.27,48,28.90,N/A,Table Not Found
Stencil,8192,0.27,49,28.97,N/A,Table Not Found
Stencil,8192,0.27,50,28.89,N/A,Table Not Found
Stencil,16384,1.07,1,90.80,N/A,Table Not Found
Stencil,16384,1.07,2,90.88,N/A,Table Not Found
Stencil,16384,1.07,3,92.19,N/A,Table Not Found
Stencil,16384,1.07,4,90.88,N/A,Table Not Found
Stencil,16384,1.07,5,90.69,N/A,Table Not Found
Stencil,16384,1.07,6,91.67,N/A,Table Not Found
Stencil,16384,1.07,7,91.90,N/A,Table Not Found
Stencil,16384,1.07,8,91.49,N/A,Table Not Found
Stencil,16384,1.07,9,92.17,N/A,Table Not Found
Stencil,16384,1.07,10,91.08,N/A,Table Not Found
Stencil,16384,1.07,11,92.12,N/A,Table Not Found
Stencil,16384,1.07,12,90.41,N/A,Table Not Found
Stencil,16384,1.07,13,90.43,N/A,Table Not Found
Stencil,16384,1.07,14,91.64,N/A,Table Not Found
Stencil,16384,1.07,15,90.86,N/A,Table Not Found
Stencil,16384,1.07,16,90.64,N/A,Table Not Found
Stencil,16384,1.07,17,92.48,N/A,Table Not Found
Stencil,16384,1.07,18,90.99,N/A,Table Not Found
Stencil,16384,1.07,19,91.28,N/A,Table Not Found
Stencil,16384,1.07,20,91.94,N/A,Table Not Found
Stencil,16384,1.07,21,91.09,N/A,Table Not Found
Stencil,16384,1.07,22,91.10,N/A,Table Not Found
Stencil,16384,1.07,23,92.02,N/A,Table Not Found
Stencil,16384,1.07,24,91.16,N/A,Table Not Found
Stencil,16384,1.07,25,90.46,N/A,Table Not Found
Stencil,16384,1.07,26,91.26,N/A,Table Not Found
Stencil,16384,1.07,27,90.54,N/A,Table Not Found
Stencil,16384,1.07,28,91.58,N/A,Table Not Found
Stencil,16384,1.07,29,90.05,N/A,Table Not Found
Stencil,16384,1.07,30,91.50,N/A,Table Not Found
Stencil,16384,1.07,31,91.28,N/A,Table Not Found
Stencil,16384,1.07,32,90.74,N/A,Table Not Found
Stencil,16384,1.07,33,91.65,N/A,Table Not Found
Stencil,16384,1.07,34,90.82,N/A,Table Not Found
Stencil,16384,1.07,35,90.48,N/A,Table Not Found
Stencil,16384,1.07,36,90.55,N/A,Table Not Found
Stencil,16384,1.07,37,90.68,N/A,Table Not Found
Stencil,16384,1.07,38,90.24,N/A,Table Not Found
Stencil,16384,1.07,39,91.94,N/A,Table Not Found
Stencil,16384,1.07,40,91.06,N/A,Table Not Found
Stencil,16384,1.07,41,90.43,N/A,Table Not Found
Stencil,16384,1.07,42,89.46,N/A,Table Not Found
Stencil,16384,1.07,43,90.32,N/A,Table Not Found
Stencil,16384,1.07,44,92.88,N/A,Table Not Found
Stencil,16384,1.07,45,90.13,N/A,Table Not Found
Stencil,16384,1.07,46,90.78,N/A,Table Not Found
Stencil,16384,1.07,47,89.80,N/A,Table Not Found
Stencil,16384,1.07,48,90.26,N/A,Table Not Found
Stencil,16384,1.07,49,90.01,N/A,Table Not Found
Stencil,16384,1.07,50,89.58,N/A,Table Not Found
Stencil,24000,2.30,1,213.65,N/A,Table Not Found
Stencil,24000,2.30,2,211.69,N/A,Table Not Found
Stencil,24000,2.30,3,214.60,N/A,Table Not Found
Stencil,24000,2.30,4,214.21,N/A,Table Not Found
Stencil,24000,2.30,5,213.66,N/A,Table Not Found
Stencil,24000,2.30,6,212.19,N/A,Table Not Found
Stencil,24000,2.30,7,213.26,N/A,Table Not Found
Stencil,24000,2.30,8,211.85,N/A,Table Not Found
Stencil,24000,2.30,9,212.72,N/A,Table Not Found
Stencil,24000,2.30,10,212.63,N/A,Table Not Found
Stencil,24000,2.30,11,212.95,N/A,Table Not Found
Stencil,24000,2.30,12,213.80,N/A,Table Not Found
Stencil,24000,2.30,13,210.65,N/A,Table Not Found
Stencil,24000,2.30,14,213.66,N/A,Table Not Found
Stencil,24000,2.30,15,212.50,N/A,Table Not Found
Stencil,24000,2.30,16,212.16,N/A,Table Not Found
Stencil,24000,2.30,17,212.39,N/A,Table Not Found
Stencil,24000,2.30,18,212.55,N/A,Table Not Found
Stencil,24000,2.30,19,211.56,N/A,Table Not Found
Stencil,24000,2.30,20,212.53,N/A,Table Not Found
Stencil,24000,2.30,21,212.66,N/A,Table Not Found
Stencil,24000,2.30,22,215.21,N/A,Table Not Found
Stencil,24000,2.30,23,212.37,N/A,Table Not Found
Stencil,24000,2.30,24,215.02,N/A,Table Not Found
Stencil,24000,2.30,25,215.40,N/A,Table Not Found
Stencil,24000,2.30,26,212.17,N/A,Table Not Found
Stencil,24000,2.30,27,213.82,N/A,Table Not Found
Stencil,24000,2.30,28,212.00,N/A,Table Not Found
Stencil,24000,2.30,29,212.72,N/A,Table Not Found
Stencil,24000,2.30,30,213.42,N/A,Table Not Found
Stencil,24000,2.30,31,212.16,N/A,Table Not Found
Stencil,24000,2.30,32,212.77,N/A,Table Not Found
Stencil,24000,2.30,33,213.48,N/A,Table Not Found
Stencil,24000,2.30,34,213.16,N/A,Table Not Found
Stencil,24000,2.30,35,211.20,N/A,Table Not Found
Stencil,24000,2.30,36,213.01,N/A,Table Not Found
Stencil,24000,2.30,37,213.24,N/A,Table Not Found
Stencil,24000,2.30,38,212.42,N/A,Table Not Found
Stencil,24000,2.30,39,214.73,N/A,Table Not Found
Stencil,24000,2.30,40,213.24,N/A,Table Not Found
Stencil,24000,2.30,41,213.34,N/A,Table Not Found
Stencil,24000,2.30,42,212.56,N/A,Table Not Found
Stencil,24000,2.30,43,213.07,N/A,Table Not Found
Stencil,24000,2.30,44,212.40,N/A,Table Not Found
Stencil,24000,2.30,45,212.39,N/A,Table Not Found
Stencil,24000,2.30,46,211.25,N/A,Table Not Found
Stencil,24000,2.30,47,214.20,N/A,Table Not Found
Stencil,24000,2.30,48,212.79,N/A,Table Not Found
Stencil,24000,2.30,49,212.79,N/A,Table Not Found
Stencil,24000,2.30,50,212.61,N/A,Table Not Found
cuFFT,67108864,0.27,1,22.67,N/A,Table Not Found
cuFFT,67108864,0.27,2,22.31,N/A,Table Not Found
cuFFT,67108864,0.27,3,22.75,N/A,Table Not Found
cuFFT,67108864,0.27,4,22.47,N/A,Table Not Found
cuFFT,67108864,0.27,5,22.10,N/A,Table Not Found
cuFFT,67108864,0.27,6,24.18,N/A,Table Not Found
cuFFT,67108864,0.27,7,22.70,N/A,Table Not Found
cuFFT,67108864,0.27,8,22.36,N/A,Table Not Found
cuFFT,67108864,0.27,9,21.87,N/A,Table Not Found
cuFFT,67108864,0.27,10,22.50,N/A,Table Not Found
cuFFT,67108864,0.27,11,22.22,N/A,Table Not Found
cuFFT,67108864,0.27,12,22.36,N/A,Table Not Found
cuFFT,67108864,0.27,13,22.17,N/A,Table Not Found
