idx,label,ts_utc,workload,module,policy,depth,prefetch,L,W,fast,trace_faults,wall_s,exit_code,srcversion,mem_before_kb,mem_after_kb,disk_free_gb,dmesg_new_lines,batch_records,decomp_records,ft_fast_verified,ft_fast_nranges,ft_fast_verify_ns,demand_faults,enqueued,processed,drops,spec_hits,spec_migrations,ft_predictions,ft_skipped,ft_held,ft_unknown_page,ft_exhausted,fault_already_resident,trace_pushes,trace_overwrites,ft_same_region,spec_region_invalid,spec_pages_requested,ft_fast_cas_giveup
1,S3a C6 W1 f1,2026-09-25T21:03:32Z,stencil,new,6,1,0,4096,1,1,1,4.013775,0,33FD42E6E16B0A6658E2BEB,60144876,59977056,39.2,0,68321,68321,1,2,181689607,2978630,819964,819964,305026,1182,819184,1124990,10,1842420,0,11220,818858,2978630,1930054,0,0,819184,0
2,S3b C7 W1 f1,2026-09-25T21:03:35Z,stencil,new,6,1,1,4096,1,1,1,1.230342,0,33FD42E6E16B0A6658E2BEB,60151600,59943156,39.2,0,5855,5855,1,2,142791733,332195,332195,332195,0,18301,236393,332195,792233,0,0,0,23080,332195,0,0,0,236393,0
3,S3c C6 W16 f0,2026-09-25T21:03:41Z,stencil,new,6,1,0,4096,16,0,1,3.795974,0,33FD42E6E16B0A6658E2BEB,60204172,60027140,39.1,0,69136,69136,0,0,0,2986226,1021625,1021625,0,267,1021461,1124989,11,1850372,0,10865,1124959,2986226,1937650,103364,0,16343316,0
4,S3d C6 W64 f0,2026-09-25T21:03:46Z,stencil,new,6,1,0,4096,64,0,1,3.769890,0,33FD42E6E16B0A6658E2BEB,60223256,60024440,39.1,0,70095,70095,0,0,0,2984251,454356,454356,0,437,454276,1124988,12,1848390,0,10873,1124970,2984251,1935675,670632,0,29073424,0
5,S3e C6 W512 f0,2026-09-25T21:04:10Z,stencil,new,6,1,0,4096,512,0,1,3.783466,0,33FD42E6E16B0A6658E2BEB,60289320,60036180,39.1,0,73299,73299,0,0,0,2967734,2199,2199,0,2198,2199,1124988,12,1831352,0,11394,1125000,2967734,1919158,1122789,0,1125512,0
