Run_ID,Time_ms,Bandwidth_GBs
1,676.78,4.76
2,670.86,4.80
3,674.45,4.78
4,673.37,4.78
5,677.95,4.75
6,670.27,4.81
7,668.51,4.82
8,667.92,4.82
9,667.23,4.83
10,670.56,4.80
11,675.49,4.77
12,668.67,4.82
13,675.81,4.77
14,676.88,4.76
15,669.29,4.81
16,672.20,4.79
17,678.60,4.75
18,676.62,4.76
19,674.49,4.78
20,670.12,4.81
