Run_ID,Time_ms,Bandwidth_GBs
1,359.86,2.24
2,375.62,2.14
3,370.55,2.17
4,371.57,2.17
5,371.07,2.17
6,370.52,2.17
7,368.86,2.18
8,364.11,2.21
9,371.73,2.17
10,375.38,2.15
11,376.59,2.14
12,372.07,2.16
13,371.62,2.17
14,370.28,2.17
15,370.54,2.17
16,371.39,2.17
17,369.86,2.18
18,373.18,2.16
19,372.81,2.16
20,374.50,2.15
