Run_ID,Time_ms,Bandwidth_GBs
1,1311.02,4.91
2,1325.14,4.86
3,1315.67,4.90
4,1318.43,4.89
5,1307.88,4.93
6,1311.82,4.91
7,1355.88,4.75
8,1316.48,4.89
9,1327.58,4.85
10,1315.09,4.90
11,1313.07,4.91
12,1324.25,4.86
13,1412.68,4.56
14,1309.43,4.92
15,1339.05,4.81
16,1334.56,4.83
17,1320.41,4.88
18,1316.58,4.89
19,1312.72,4.91
20,1319.06,4.88
