Run_ID,Time_ms,Bandwidth_GBs
1,1320.80,4.88
2,1310.98,4.91
3,1311.84,4.91
4,1314.80,4.90
5,1318.72,4.89
6,1309.95,4.92
7,1307.18,4.93
8,1305.53,4.93
9,1311.93,4.91
10,1309.62,4.92
11,1300.48,4.95
12,1307.48,4.93
13,1302.78,4.95
14,1302.12,4.95
15,1303.66,4.94
16,1297.11,4.97
17,1309.42,4.92
18,1307.76,4.93
19,1301.42,4.95
20,1302.52,4.95
