Run_ID,Time_ms,Bandwidth_GBs
1,371.12,2.17
2,369.82,2.18
3,371.38,2.17
4,371.59,2.17
5,370.55,2.17
6,377.39,2.13
7,370.73,2.17
8,376.76,2.14
9,370.51,2.17
10,370.54,2.17
11,370.84,2.17
12,370.67,2.17
13,370.90,2.17
14,367.50,2.19
15,370.15,2.18
16,369.93,2.18
17,368.01,2.19
18,371.81,2.17
19,368.86,2.18
20,369.74,2.18
