Benchmark,Size_Arg,Approx_Input_GB,Run_ID,Time_ms,Bandwidth_GBs,Faults_Detected_Nsys
cuFFT,67108864,0.27,7,24.49,N/A,Table Not Found
cuFFT,67108864,0.27,8,23.56,N/A,Table Not Found
cuFFT,67108864,0.27,9,23.33,N/A,Table Not Found
cuFFT,67108864,0.27,10,24.27,N/A,Table Not Found
cuFFT,67108864,0.27,11,22.12,N/A,Table Not Found
cuFFT,67108864,0.27,12,22.28,N/A,Table Not Found
cuFFT,67108864,0.27,13,22.94,N/A,Table Not Found
cuFFT,67108864,0.27,14,22.29,N/A,Table Not Found
cuFFT,67108864,0.27,15,22.62,N/A,Table Not Found
cuFFT,67108864,0.27,16,22.16,N/A,Table Not Found
cuFFT,67108864,0.27,17,22.59,N/A,Table Not Found
cuFFT,67108864,0.27,18,22.46,N/A,Table Not Found
cuFFT,67108864,0.27,19,22.19,N/A,Table Not Found
cuFFT,67108864,0.27,20,23.89,N/A,Table Not Found
cuFFT,67108864,0.27,21,22.39,N/A,Table Not Found
cuFFT,67108864,0.27,22,22.47,N/A,Table Not Found
cuFFT,67108864,0.27,23,22.34,N/A,Table Not Found
cuFFT,67108864,0.27,24,23.31,N/A,Table Not Found
cuFFT,67108864,0.27,25,23.74,N/A,Table Not Found
cuFFT,67108864,0.27,26,22.44,N/A,Table Not Found
cuFFT,67108864,0.27,27,23.06,N/A,Table Not Found
cuFFT,67108864,0.27,28,22.39,N/A,Table Not Found
cuFFT,67108864,0.27,29,23.10,N/A,Table Not Found
cuFFT,67108864,0.27,30,22.45,N/A,Table Not Found
cuFFT,67108864,0.27,31,22.57,N/A,Table Not Found
cuFFT,67108864,0.27,32,24.11,N/A,Table Not Found
cuFFT,67108864,0.27,33,22.23,N/A,Table Not Found
cuFFT,67108864,0.27,34,22.58,N/A,Table Not Found
cuFFT,67108864,0.27,35,22.63,N/A,Table Not Found
cuFFT,67108864,0.27,36,23.03,N/A,Table Not Found
cuFFT,67108864,0.27,37,21.91,N/A,Table Not Found
cuFFT,67108864,0.27,38,23.35,N/A,Table Not Found
cuFFT,67108864,0.27,39,22.70,N/A,Table Not Found
cuFFT,67108864,0.27,40,22.60,N/A,Table Not Found
cuFFT,67108864,0.27,41,23.59,N/A,Table Not Found
cuFFT,67108864,0.27,42,22.71,N/A,Table Not Found
cuFFT,67108864,0.27,43,22.75,N/A,Table Not Found
cuFFT,67108864,0.27,44,23.85,N/A,Table Not Found
cuFFT,67108864,0.27,45,22.62,N/A,Table Not Found
cuFFT,67108864,0.27,46,23.52,N/A,Table Not Found
cuFFT,67108864,0.27,47,24.01,N/A,Table Not Found
cuFFT,67108864,0.27,48,22.20,N/A,Table Not Found
cuFFT,67108864,0.27,49,23.57,N/A,Table Not Found
cuFFT,67108864,0.27,50,23.12,N/A,Table Not Found
cuFFT,134217728,0.54,1,42.06,N/A,Table Not Found
cuFFT,134217728,0.54,2,45.82,N/A,Table Not Found
cuFFT,134217728,0.54,3,45.67,N/A,Table Not Found
cuFFT,134217728,0.54,4,46.12,N/A,Table Not Found
cuFFT,134217728,0.54,5,41.98,N/A,Table Not Found
cuFFT,134217728,0.54,6,44.98,N/A,Table Not Found
cuFFT,134217728,0.54,7,44.59,N/A,Table Not Found
cuFFT,134217728,0.54,8,44.32,N/A,Table Not Found
cuFFT,134217728,0.54,9,41.78,N/A,Table Not Found
cuFFT,134217728,0.54,10,41.92,N/A,Table Not Found
cuFFT,134217728,0.54,11,42.45,N/A,Table Not Found
cuFFT,134217728,0.54,12,45.42,N/A,Table Not Found
cuFFT,134217728,0.54,13,42.73,N/A,Table Not Found
cuFFT,134217728,0.54,14,43.39,N/A,Table Not Found
cuFFT,134217728,0.54,15,43.56,N/A,Table Not Found
cuFFT,134217728,0.54,16,42.27,N/A,Table Not Found
cuFFT,134217728,0.54,17,43.87,N/A,Table Not Found
cuFFT,134217728,0.54,18,41.98,N/A,Table Not Found
cuFFT,134217728,0.54,19,46.28,N/A,Table Not Found
cuFFT,134217728,0.54,20,43.10,N/A,Table Not Found
cuFFT,134217728,0.54,21,42.17,N/A,Table Not Found
cuFFT,134217728,0.54,22,42.39,N/A,Table Not Found
cuFFT,134217728,0.54,23,42.58,N/A,Table Not Found
cuFFT,134217728,0.54,24,44.86,N/A,Table Not Found
cuFFT,134217728,0.54,25,44.46,N/A,Table Not Found
cuFFT,134217728,0.54,26,42.40,N/A,Table Not Found
cuFFT,134217728,0.54,27,47.56,N/A,Table Not Found
cuFFT,134217728,0.54,28,44.37,N/A,Table Not Found
cuFFT,134217728,0.54,29,41.91,N/A,Table Not Found
cuFFT,134217728,0.54,30,41.85,N/A,Table Not Found
cuFFT,134217728,0.54,31,46.03,N/A,Table Not Found
cuFFT,134217728,0.54,32,41.87,N/A,Table Not Found
cuFFT,134217728,0.54,33,44.30,N/A,Table Not Found
cuFFT,134217728,0.54,34,42.16,N/A,Table Not Found
cuFFT,134217728,0.54,35,41.83,N/A,Table Not Found
cuFFT,134217728,0.54,36,43.98,N/A,Table Not Found
cuFFT,134217728,0.54,37,42.18,N/A,Table Not Found
cuFFT,134217728,0.54,38,43.68,N/A,Table Not Found
cuFFT,134217728,0.54,39,45.75,N/A,Table Not Found
cuFFT,134217728,0.54,40,43.34,N/A,Table Not Found
cuFFT,134217728,0.54,41,43.16,N/A,Table Not Found
cuFFT,134217728,0.54,42,42.40,N/A,Table Not Found
cuFFT,134217728,0.54,43,44.32,N/A,Table Not Found
cuFFT,134217728,0.54,44,41.91,N/A,Table Not Found
cuFFT,134217728,0.54,45,41.95,N/A,Table Not Found
cuFFT,134217728,0.54,46,42.62,N/A,Table Not Found
cuFFT,134217728,0.54,47,43.17,N/A,Table Not Found
cuFFT,134217728,0.54,48,44.11,N/A,Table Not Found
cuFFT,134217728,0.54,49,42.34,N/A,Table Not Found
cuFFT,134217728,0.54,50,41.90,N/A,Table Not Found
cuFFT,268435456,1.07,1,84.52,N/A,Table Not Found
cuFFT,268435456,1.07,2,87.55,N/A,Table Not Found
cuFFT,268435456,1.07,3,85.86,N/A,Table Not Found
cuFFT,268435456,1.07,4,83.65,N/A,Table Not Found
cuFFT,268435456,1.07,5,92.49,N/A,Table Not Found
cuFFT,268435456,1.07,6,84.16,N/A,Table Not Found
cuFFT,268435456,1.07,7,85.03,N/A,Table Not Found
cuFFT,268435456,1.07,8,82.93,N/A,Table Not Found
cuFFT,268435456,1.07,9,84.31,N/A,Table Not Found
cuFFT,268435456,1.07,10,83.19,N/A,Table Not Found
cuFFT,268435456,1.07,11,86.45,N/A,Table Not Found
cuFFT,268435456,1.07,12,84.75,N/A,Table Not Found
cuFFT,268435456,1.07,13,83.96,N/A,Table Not Found
cuFFT,268435456,1.07,14,84.60,N/A,Table Not Found
cuFFT,268435456,1.07,15,89.26,N/A,Table Not Found
cuFFT,268435456,1.07,16,84.94,N/A,Table Not Found
cuFFT,268435456,1.07,17,83.18,N/A,Table Not Found
cuFFT,268435456,1.07,18,85.21,N/A,Table Not Found
cuFFT,268435456,1.07,19,82.63,N/A,Table Not Found
cuFFT,268435456,1.07,20,87.71,N/A,Table Not Found
cuFFT,268435456,1.07,21,83.49,N/A,Table Not Found
cuFFT,268435456,1.07,22,83.09,N/A,Table Not Found
cuFFT,268435456,1.07,23,83.41,N/A,Table Not Found
cuFFT,268435456,1.07,24,85.64,N/A,Table Not Found
cuFFT,268435456,1.07,25,88.43,N/A,Table Not Found
cuFFT,268435456,1.07,26,82.99,N/A,Table Not Found
cuFFT,268435456,1.07,27,83.58,N/A,Table Not Found
cuFFT,268435456,1.07,28,83.27,N/A,Table Not Found
cuFFT,268435456,1.07,29,82.70,N/A,Table Not Found
cuFFT,268435456,1.07,30,83.16,N/A,Table Not Found
cuFFT,268435456,1.07,31,83.93,N/A,Table Not Found
cuFFT,268435456,1.07,32,89.59,N/A,Table Not Found
cuFFT,268435456,1.07,33,84.34,N/A,Table Not Found
cuFFT,268435456,1.07,34,82.66,N/A,Table Not Found
cuFFT,268435456,1.07,35,84.32,N/A,Table Not Found
cuFFT,268435456,1.07,36,84.38,N/A,Table Not Found
cuFFT,268435456,1.07,37,82.83,N/A,Table Not Found
cuFFT,268435456,1.07,38,84.29,N/A,Table Not Found
cuFFT,268435456,1.07,39,83.27,N/A,Table Not Found
cuFFT,268435456,1.07,40,82.75,N/A,Table Not Found
cuFFT,268435456,1.07,41,84.62,N/A,Table Not Found
cuFFT,268435456,1.07,42,86.70,N/A,Table Not Found
cuFFT,268435456,1.07,43,83.99,N/A,Table Not Found
cuFFT,268435456,1.07,44,88.54,N/A,Table Not Found
cuFFT,268435456,1.07,45,83.31,N/A,Table Not Found
cuFFT,268435456,1.07,46,83.53,N/A,Table Not Found
cuFFT,268435456,1.07,47,85.89,N/A,Table Not Found
cuFFT,268435456,1.07,48,83.53,N/A,Table Not Found
cuFFT,268435456,1.07,49,84.90,N/A,Table Not Found
cuFFT,268435456,1.07,50,84.23,N/A,Table Not Found
