Benchmark,Size_Arg,Approx_Input_GB,Run_ID,Time_ms,Bandwidth_GBs,Faults_Detected_Nsys
STREAM,536870912,2.15,25,345.33,18.66,Table Not Found
STREAM,536870912,2.15,26,345.98,18.62,Table Not Found
STREAM,536870912,2.15,27,348.64,18.48,Table Not Found
STREAM,536870912,2.15,28,348.43,18.49,Table Not Found
STREAM,536870912,2.15,29,347.12,18.56,Table Not Found
STREAM,536870912,2.15,30,348.41,18.49,Table Not Found
STREAM,536870912,2.15,31,349.02,18.46,Table Not Found
STREAM,536870912,2.15,32,348.37,18.49,Table Not Found
STREAM,536870912,2.15,33,347.86,18.52,Table Not Found
STREAM,536870912,2.15,34,350.91,18.36,Table Not Found
STREAM,536870912,2.15,35,348.59,18.48,Table Not Found
STREAM,536870912,2.15,36,347.21,18.55,Table Not Found
STREAM,536870912,2.15,37,348.00,18.51,Table Not Found
STREAM,536870912,2.15,38,345.16,18.66,Table Not Found
STREAM,536870912,2.15,39,347.99,18.51,Table Not Found
STREAM,536870912,2.15,40,345.98,18.62,Table Not Found
STREAM,536870912,2.15,41,347.37,18.55,Table Not Found
STREAM,536870912,2.15,42,346.04,18.62,Table Not Found
STREAM,536870912,2.15,43,346.28,18.60,Table Not Found
STREAM,536870912,2.15,44,348.50,18.49,Table Not Found
STREAM,536870912,2.15,45,347.83,18.52,Table Not Found
STREAM,536870912,2.15,46,344.53,18.70,Table Not Found
STREAM,536870912,2.15,47,350.12,18.40,Table Not Found
STREAM,536870912,2.15,48,346.28,18.60,Table Not Found
STREAM,536870912,2.15,49,350.06,18.40,Table Not Found
STREAM,536870912,2.15,50,345.27,18.66,Table Not Found
SGEMM,8192,0.27,1,156.27,N/A,Table Not Found
SGEMM,8192,0.27,2,154.71,N/A,Table Not Found
SGEMM,8192,0.27,3,155.09,N/A,Table Not Found
SGEMM,8192,0.27,4,154.10,N/A,Table Not Found
SGEMM,8192,0.27,5,152.80,N/A,Table Not Found
SGEMM,8192,0.27,6,155.50,N/A,Table Not Found
SGEMM,8192,0.27,7,153.58,N/A,Table Not Found
SGEMM,8192,0.27,8,153.14,N/A,Table Not Found
SGEMM,8192,0.27,9,154.55,N/A,Table Not Found
SGEMM,8192,0.27,10,153.25,N/A,Table Not Found
SGEMM,8192,0.27,11,154.25,N/A,Table Not Found
SGEMM,8192,0.27,12,154.20,N/A,Table Not Found
SGEMM,8192,0.27,13,154.64,N/A,Table Not Found
SGEMM,8192,0.27,14,155.57,N/A,Table Not Found
SGEMM,8192,0.27,15,155.64,N/A,Table Not Found
SGEMM,8192,0.27,16,153.76,N/A,Table Not Found
SGEMM,8192,0.27,17,153.74,N/A,Table Not Found
SGEMM,8192,0.27,18,153.34,N/A,Table Not Found
SGEMM,8192,0.27,19,154.81,N/A,Table Not Found
SGEMM,8192,0.27,20,155.65,N/A,Table Not Found
SGEMM,8192,0.27,21,151.90,N/A,Table Not Found
SGEMM,8192,0.27,22,155.99,N/A,Table Not Found
SGEMM,8192,0.27,23,153.58,N/A,Table Not Found
SGEMM,8192,0.27,24,153.23,N/A,Table Not Found
SGEMM,8192,0.27,25,152.74,N/A,Table Not Found
SGEMM,8192,0.27,26,152.83,N/A,Table Not Found
SGEMM,8192,0.27,27,153.17,N/A,Table Not Found
SGEMM,8192,0.27,28,154.31,N/A,Table Not Found
SGEMM,8192,0.27,29,153.25,N/A,Table Not Found
SGEMM,8192,0.27,30,153.11,N/A,Table Not Found
SGEMM,8192,0.27,31,153.57,N/A,Table Not Found
SGEMM,8192,0.27,32,153.04,N/A,Table Not Found
SGEMM,8192,0.27,33,154.19,N/A,Table Not Found
SGEMM,8192,0.27,34,152.80,N/A,Table Not Found
SGEMM,8192,0.27,35,154.43,N/A,Table Not Found
SGEMM,8192,0.27,36,155.03,N/A,Table Not Found
SGEMM,8192,0.27,37,155.10,N/A,Table Not Found
SGEMM,8192,0.27,38,151.90,N/A,Table Not Found
SGEMM,8192,0.27,39,152.65,N/A,Table Not Found
SGEMM,8192,0.27,40,152.70,N/A,Table Not Found
SGEMM,8192,0.27,41,154.30,N/A,Table Not Found
SGEMM,8192,0.27,42,153.94,N/A,Table Not Found
SGEMM,8192,0.27,43,153.82,N/A,Table Not Found
SGEMM,8192,0.27,44,154.90,N/A,Table Not Found
SGEMM,8192,0.27,45,152.68,N/A,Table Not Found
SGEMM,8192,0.27,46,152.68,N/A,Table Not Found
SGEMM,8192,0.27,47,153.08,N/A,Table Not Found
SGEMM,8192,0.27,48,153.26,N/A,Table Not Found
SGEMM,8192,0.27,49,153.26,N/A,Table Not Found
SGEMM,8192,0.27,50,157.03,N/A,Table Not Found
SGEMM,16384,1.07,1,1030.06,N/A,Table Not Found
SGEMM,16384,1.07,2,1030.53,N/A,Table Not Found
SGEMM,16384,1.07,3,1030.08,N/A,Table Not Found
SGEMM,16384,1.07,4,1030.56,N/A,Table Not Found
SGEMM,16384,1.07,5,1033.01,N/A,Table Not Found
SGEMM,16384,1.07,6,1032.13,N/A,Table Not Found
SGEMM,16384,1.07,7,1031.42,N/A,Table Not Found
SGEMM,16384,1.07,8,1030.41,N/A,Table Not Found
SGEMM,16384,1.07,9,1027.18,N/A,Table Not Found
SGEMM,16384,1.07,10,1032.67,N/A,Table Not Found
SGEMM,16384,1.07,11,1031.22,N/A,Table Not Found
SGEMM,16384,1.07,12,1031.06,N/A,Table Not Found
SGEMM,16384,1.07,13,1028.64,N/A,Table Not Found
SGEMM,16384,1.07,14,1033.28,N/A,Table Not Found
SGEMM,16384,1.07,15,1029.26,N/A,Table Not Found
SGEMM,16384,1.07,16,1028.62,N/A,Table Not Found
SGEMM,16384,1.07,17,1029.98,N/A,Table Not Found
SGEMM,16384,1.07,18,1035.64,N/A,Table Not Found
SGEMM,16384,1.07,19,1032.21,N/A,Table Not Found
SGEMM,16384,1.07,20,1026.72,N/A,Table Not Found
SGEMM,16384,1.07,21,1029.24,N/A,Table Not Found
SGEMM,16384,1.07,22,1029.32,N/A,Table Not Found
SGEMM,16384,1.07,23,1030.04,N/A,Table Not Found
SGEMM,16384,1.07,24,1032.38,N/A,Table Not Found
SGEMM,16384,1.07,25,1030.55,N/A,Table Not Found
SGEMM,16384,1.07,26,1029.58,N/A,Table Not Found
SGEMM,16384,1.07,27,1029.93,N/A,Table Not Found
SGEMM,16384,1.07,28,1032.30,N/A,Table Not Found
SGEMM,16384,1.07,29,1033.45,N/A,Table Not Found
SGEMM,16384,1.07,30,1029.68,N/A,Table Not Found
SGEMM,16384,1.07,31,1031.13,N/A,Table Not Found
SGEMM,16384,1.07,32,1030.69,N/A,Table Not Found
SGEMM,16384,1.07,33,1030.11,N/A,Table Not Found
SGEMM,16384,1.07,34,1028.53,N/A,Table Not Found
SGEMM,16384,1.07,35,1031.54,N/A,Table Not Found
SGEMM,16384,1.07,36,1031.80,N/A,Table Not Found
SGEMM,16384,1.07,37,1029.62,N/A,Table Not Found
SGEMM,16384,1.07,38,1030.64,N/A,Table Not Found
SGEMM,16384,1.07,39,1034.72,N/A,Table Not Found
SGEMM,16384,1.07,40,1032.93,N/A,Table Not Found
SGEMM,16384,1.07,41,1031.09,N/A,Table Not Found
SGEMM,16384,1.07,42,1027.91,N/A,Table Not Found
SGEMM,16384,1.07,43,1032.93,N/A,Table Not Found
SGEMM,16384,1.07,44,1027.63,N/A,Table Not Found
SGEMM,16384,1.07,45,1031.43,N/A,Table Not Found
SGEMM,16384,1.07,46,1030.26,N/A,Table Not Found
SGEMM,16384,1.07,47,1030.96,N/A,Table Not Found
SGEMM,16384,1.07,48,1033.55,N/A,Table Not Found
SGEMM,16384,1.07,49,1032.52,N/A,Table Not Found
SGEMM,16384,1.07,50,1030.63,N/A,Table Not Found
SGEMM,24000,2.30,1,3070.23,N/A,Table Not Found
SGEMM,24000,2.30,2,3068.73,N/A,Table Not Found
SGEMM,24000,2.30,3,3074.17,N/A,Table Not Found
SGEMM,24000,2.30,4,3073.06,N/A,Table Not Found
SGEMM,24000,2.30,5,3076.17,N/A,Table Not Found
SGEMM,24000,2.30,6,3074.85,N/A,Table Not Found
SGEMM,24000,2.30,7,3077.64,N/A,Table Not Found
SGEMM,24000,2.30,8,3077.14,N/A,Table Not Found
SGEMM,24000,2.30,9,3079.03,N/A,Table Not Found
SGEMM,24000,2.30,10,3079.64,N/A,Table Not Found
SGEMM,24000,2.30,11,3078.46,N/A,Table Not Found
SGEMM,24000,2.30,12,3079.94,N/A,Table Not Found
SGEMM,24000,2.30,13,3080.86,N/A,Table Not Found
SGEMM,24000,2.30,14,3079.70,N/A,Table Not Found
SGEMM,24000,2.30,15,3084.47,N/A,Table Not Found
SGEMM,24000,2.30,16,3079.00,N/A,Table Not Found
SGEMM,24000,2.30,17,3083.17,N/A,Table Not Found
SGEMM,24000,2.30,18,3080.64,N/A,Table Not Found
SGEMM,24000,2.30,19,3078.19,N/A,Table Not Found
SGEMM,24000,2.30,20,3078.04,N/A,Table Not Found
SGEMM,24000,2.30,21,3076.26,N/A,Table Not Found
SGEMM,24000,2.30,22,3077.02,N/A,Table Not Found
SGEMM,24000,2.30,23,3078.71,N/A,Table Not Found
SGEMM,24000,2.30,24,3079.11,N/A,Table Not Found
SGEMM,24000,2.30,25,3075.40,N/A,Table Not Found
SGEMM,24000,2.30,26,3081.66,N/A,Table Not Found
SGEMM,24000,2.30,27,3079.94,N/A,Table Not Found
SGEMM,24000,2.30,28,3082.55,N/A,Table Not Found
SGEMM,24000,2.30,29,3085.42,N/A,Table Not Found
SGEMM,24000,2.30,30,3081.09,N/A,Table Not Found
SGEMM,24000,2.30,31,3083.14,N/A,Table Not Found
SGEMM,24000,2.30,32,3077.88,N/A,Table Not Found
SGEMM,24000,2.30,33,3077.77,N/A,Table Not Found
SGEMM,24000,2.30,34,3079.19,N/A,Table Not Found
SGEMM,24000,2.30,35,3080.76,N/A,Table Not Found
SGEMM,24000,2.30,36,3077.67,N/A,Table Not Found
SGEMM,24000,2.30,37,3077.35,N/A,Table Not Found
SGEMM,24000,2.30,38,3080.07,N/A,Table Not Found
SGEMM,24000,2.30,39,3079.64,N/A,Table Not Found
SGEMM,24000,2.30,40,3079.94,N/A,Table Not Found
SGEMM,24000,2.30,41,3079.07,N/A,Table Not Found
SGEMM,24000,2.30,42,3082.94,N/A,Table Not Found
SGEMM,24000,2.30,43,3081.95,N/A,Table Not Found
SGEMM,24000,2.30,44,3078.41,N/A,Table Not Found
SGEMM,24000,2.30,45,3080.63,N/A,Table Not Found
SGEMM,24000,2.30,46,3080.61,N/A,Table Not Found
SGEMM,24000,2.30,47,3080.89,N/A,Table Not Found
SGEMM,24000,2.30,48,3079.90,N/A,Table Not Found
SGEMM,24000,2.30,49,3079.53,N/A,Table Not Found
SGEMM,24000,2.30,50,3079.55,N/A,Table Not Found
Stencil,8192,0.27,1,28.33,N/A,Table Not Found
Stencil,8192,0.27,2,27.71,N/A,Table Not Found
Stencil,8192,0.27,3,28.56,N/A,Table Not Found
Stencil,8192,0.27,4,28.38,N/A,Table Not Found
Stencil,8192,0.27,5,30.23,N/A,Table Not Found
Stencil,8192,0.27,6,29.40,N/A,Table Not Found
Stencil,8192,0.27,7,30.02,N/A,Table Not Found
Stencil,8192,0.27,8,28.81,N/A,Table Not Found
Stencil,8192,0.27,9,29.25,N/A,Table Not Found
Stencil,8192,0.27,10,28.84,N/A,Table Not Found
Stencil,8192,0.27,11,28.38,N/A,Table Not Found
Stencil,8192,0.27,12,28.60,N/A,Table Not Found
Stencil,8192,0.27,13,29.48,N/A,Table Not Found
Stencil,8192,0.27,14,28.73,N/A,Table Not Found
Stencil,8192,0.27,15,29.65,N/A,Table Not Found
Stencil,8192,0.27,16,29.03,N/A,Table Not Found
Stencil,8192,0.27,17,29.19,N/A,Table Not Found
Stencil,8192,0.27,18,29.78,N/A,Table Not Found
Stencil,8192,0.27,19,27.65,N/A,Table Not Found
Stencil,8192,0.27,20,28.76,N/A,Table Not Found
Stencil,8192,0.27,21,29.19,N/A,Table Not Found
Stencil,8192,0.27,22,29.60,N/A,Table Not Found
Stencil,8192,0.27,23,28.88,N/A,Table Not Found
Stencil,8192,0.27,24,29.21,N/A,Table Not Found
Stencil,8192,0.27,25,28.99,N/A,Table Not Found
Stencil,8192,0.27,26,29.59,N/A,Table Not Found
Stencil,8192,0.27,27,29.10,N/A,Table Not Found
Stencil,8192,0.27,28,29.25,N/A,Table Not Found
Stencil,8192,0.27,29,30.04,N/A,Table Not Found
Stencil,8192,0.27,30,29.02,N/A,Table Not Found
Stencil,8192,0.27,31,29.73,N/A,Table Not Found
Stencil,8192,0.27,32,28.90,N/A,Table Not Found
Stencil,8192,0.27,33,29.11,N/A,Table Not Found
Stencil,8192,0.27,34,29.24,N/A,Table Not Found
Stencil,8192,0.27,35,29.14,N/A,Table Not Found
Stencil,8192,0.27,36,28.99,N/A,Table Not Found
Stencil,8192,0.27,37,29.02,N/A,Table Not Found
Stencil,8192,0.27,38,29.38,N/A,Table Not Found
Stencil,8192,0.27,39,29.97,N/A,Table Not Found
Stencil,8192,0.27,40,28.74,N/A,Table Not Found
Stencil,8192,0.27,41,29.95,N/A,Table Not Found
Stencil,8192,0.27,42,29.57,N/A,Table Not Found
Stencil,8192,0.27,43,28.51,N/A,Table Not Found
Stencil,8192,0.27,44,29.25,N/A,Table Not Found
Stencil,8192,0.27,45,28.53,N/A,Table Not Found
Stencil,8192,0.27,46,28.28,N/A,Table Not Found
Stencil,8192,0.27,47,30.17,N/A,Table Not Found
Stencil,8192,0.27,48,28.95,N/A,Table Not Found
Stencil,8192,0.27,49,28.90,N/A,Table Not Found
Stencil,8192,0.27,50,29.50,N/A,Table Not Found
Stencil,16384,1.07,1,92.88,N/A,Table Not Found
Stencil,16384,1.07,2,92.23,N/A,Table Not Found
Stencil,16384,1.07,3,92.39,N/A,Table Not Found
Stencil,16384,1.07,4,90.83,N/A,Table Not Found
Stencil,16384,1.07,5,92.35,N/A,Table Not Found
Stencil,16384,1.07,6,92.06,N/A,Table Not Found
Stencil,16384,1.07,7,92.49,N/A,Table Not Found
Stencil,16384,1.07,8,91.71,N/A,Table Not Found
Stencil,16384,1.07,9,92.12,N/A,Table Not Found
Stencil,16384,1.07,10,92.90,N/A,Table Not Found
Stencil,16384,1.07,11,93.26,N/A,Table Not Found
Stencil,16384,1.07,12,92.62,N/A,Table Not Found
Stencil,16384,1.07,13,92.56,N/A,Table Not Found
Stencil,16384,1.07,14,91.50,N/A,Table Not Found
Stencil,16384,1.07,15,94.76,N/A,Table Not Found
Stencil,16384,1.07,16,93.06,N/A,Table Not Found
Stencil,16384,1.07,17,91.54,N/A,Table Not Found
Stencil,16384,1.07,18,94.16,N/A,Table Not Found
Stencil,16384,1.07,19,90.94,N/A,Table Not Found
Stencil,16384,1.07,20,91.45,N/A,Table Not Found
Stencil,16384,1.07,21,92.55,N/A,Table Not Found
Stencil,16384,1.07,22,93.25,N/A,Table Not Found
Stencil,16384,1.07,23,92.01,N/A,Table Not Found
Stencil,16384,1.07,24,93.05,N/A,Table Not Found
Stencil,16384,1.07,25,91.84,N/A,Table Not Found
Stencil,16384,1.07,26,91.95,N/A,Table Not Found
Stencil,16384,1.07,27,92.38,N/A,Table Not Found
Stencil,16384,1.07,28,93.69,N/A,Table Not Found
Stencil,16384,1.07,29,92.24,N/A,Table Not Found
Stencil,16384,1.07,30,92.16,N/A,Table Not Found
Stencil,16384,1.07,31,91.20,N/A,Table Not Found
Stencil,16384,1.07,32,94.50,N/A,Table Not Found
Stencil,16384,1.07,33,92.46,N/A,Table Not Found
Stencil,16384,1.07,34,92.01,N/A,Table Not Found
Stencil,16384,1.07,35,92.83,N/A,Table Not Found
Stencil,16384,1.07,36,92.60,N/A,Table Not Found
Stencil,16384,1.07,37,92.09,N/A,Table Not Found
Stencil,16384,1.07,38,92.32,N/A,Table Not Found
Stencil,16384,1.07,39,91.82,N/A,Table Not Found
Stencil,16384,1.07,40,90.99,N/A,Table Not Found
Stencil,16384,1.07,41,92.52,N/A,Table Not Found
Stencil,16384,1.07,42,91.95,N/A,Table Not Found
Stencil,16384,1.07,43,91.32,N/A,Table Not Found
Stencil,16384,1.07,44,93.78,N/A,Table Not Found
Stencil,16384,1.07,45,92.22,N/A,Table Not Found
Stencil,16384,1.07,46,91.71,N/A,Table Not Found
Stencil,16384,1.07,47,91.68,N/A,Table Not Found
Stencil,16384,1.07,48,92.41,N/A,Table Not Found
Stencil,16384,1.07,49,92.05,N/A,Table Not Found
Stencil,16384,1.07,50,92.22,N/A,Table Not Found
Stencil,24000,2.30,1,215.49,N/A,Table Not Found
Stencil,24000,2.30,2,211.93,N/A,Table Not Found
Stencil,24000,2.30,3,215.20,N/A,Table Not Found
Stencil,24000,2.30,4,214.11,N/A,Table Not Found
Stencil,24000,2.30,5,215.29,N/A,Table Not Found
Stencil,24000,2.30,6,214.92,N/A,Table Not Found
Stencil,24000,2.30,7,216.00,N/A,Table Not Found
Stencil,24000,2.30,8,213.25,N/A,Table Not Found
Stencil,24000,2.30,9,214.01,N/A,Table Not Found
Stencil,24000,2.30,10,213.88,N/A,Table Not Found
Stencil,24000,2.30,11,215.69,N/A,Table Not Found
Stencil,24000,2.30,12,212.91,N/A,Table Not Found
Stencil,24000,2.30,13,213.27,N/A,Table Not Found
Stencil,24000,2.30,14,213.79,N/A,Table Not Found
Stencil,24000,2.30,15,215.97,N/A,Table Not Found
Stencil,24000,2.30,16,214.18,N/A,Table Not Found
Stencil,24000,2.30,17,214.13,N/A,Table Not Found
Stencil,24000,2.30,18,214.22,N/A,Table Not Found
Stencil,24000,2.30,19,214.79,N/A,Table Not Found
Stencil,24000,2.30,20,213.58,N/A,Table Not Found
Stencil,24000,2.30,21,217.21,N/A,Table Not Found
Stencil,24000,2.30,22,211.11,N/A,Table Not Found
Stencil,24000,2.30,23,212.07,N/A,Table Not Found
Stencil,24000,2.30,24,215.05,N/A,Table Not Found
Stencil,24000,2.30,25,214.12,N/A,Table Not Found
Stencil,24000,2.30,26,213.76,N/A,Table Not Found
Stencil,24000,2.30,27,214.85,N/A,Table Not Found
Stencil,24000,2.30,28,211.88,N/A,Table Not Found
Stencil,24000,2.30,29,214.10,N/A,Table Not Found
Stencil,24000,2.30,30,212.68,N/A,Table Not Found
Stencil,24000,2.30,31,213.02,N/A,Table Not Found
Stencil,24000,2.30,32,216.65,N/A,Table Not Found
Stencil,24000,2.30,33,217.19,N/A,Table Not Found
Stencil,24000,2.30,34,216.50,N/A,Table Not Found
Stencil,24000,2.30,35,214.10,N/A,Table Not Found
Stencil,24000,2.30,36,213.32,N/A,Table Not Found
Stencil,24000,2.30,37,216.26,N/A,Table Not Found
Stencil,24000,2.30,38,212.39,N/A,Table Not Found
Stencil,24000,2.30,39,212.91,N/A,Table Not Found
Stencil,24000,2.30,40,213.71,N/A,Table Not Found
Stencil,24000,2.30,41,214.03,N/A,Table Not Found
Stencil,24000,2.30,42,213.78,N/A,Table Not Found
Stencil,24000,2.30,43,215.68,N/A,Table Not Found
Stencil,24000,2.30,44,218.66,N/A,Table Not Found
Stencil,24000,2.30,45,218.75,N/A,Table Not Found
Stencil,24000,2.30,46,220.66,N/A,Table Not Found
Stencil,24000,2.30,47,215.17,N/A,Table Not Found
Stencil,24000,2.30,48,218.72,N/A,Table Not Found
Stencil,24000,2.30,49,216.34,N/A,Table Not Found
Stencil,24000,2.30,50,216.29,N/A,Table Not Found
cuFFT,67108864,0.27,1,23.12,N/A,Table Not Found
cuFFT,67108864,0.27,2,23.28,N/A,Table Not Found
cuFFT,67108864,0.27,3,22.43,N/A,Table Not Found
cuFFT,67108864,0.27,4,22.50,N/A,Table Not Found
cuFFT,67108864,0.27,5,24.74,N/A,Table Not Found
cuFFT,67108864,0.27,6,22.43,N/A,Table Not Found
cuFFT,67108864,0.27,7,24.28,N/A,Table Not Found
cuFFT,67108864,0.27,8,22.31,N/A,Table Not Found
cuFFT,67108864,0.27,9,23.84,N/A,Table Not Found
cuFFT,67108864,0.27,10,24.12,N/A,Table Not Found
cuFFT,67108864,0.27,11,22.72,N/A,Table Not Found
cuFFT,67108864,0.27,12,22.48,N/A,Table Not Found
cuFFT,67108864,0.27,13,24.97,N/A,Table Not Found
