Run_ID,Time_ms,Bandwidth_GBs
1,6950.47,0.99
2,6926.71,1.00
3,6939.03,1.00
4,6965.84,0.99
5,6977.26,0.99
6,6970.83,0.99
7,6985.03,0.99
8,6975.52,0.99
9,6966.56,0.99
10,6981.32,0.99
11,6997.86,0.99
12,6993.06,0.99
13,6979.34,0.99
14,6990.53,0.99
15,6985.15,0.99
16,6990.30,0.99
17,6970.61,0.99
18,6977.71,0.99
19,6967.05,0.99
20,6974.43,0.99
