Run_ID,Time_ms,Bandwidth_GBs
1,194.21,55.29
2,193.30,55.55
3,190.22,56.45
4,192.75,55.71
5,190.04,56.50
6,191.53,56.06
7,189.78,56.58
8,190.55,56.35
9,189.84,56.56
10,192.25,55.85
11,191.85,55.97
12,194.24,55.28
13,193.32,55.54
14,192.11,55.89
15,189.99,56.52
16,189.73,56.59
17,191.54,56.06
18,193.45,55.50
19,190.62,56.33
20,192.87,55.67
