Run_ID,Time_ms,Bandwidth_GBs
1,1535.73,60.01
2,1539.98,59.85
3,1535.44,60.02
4,1526.89,60.36
5,1526.49,60.37
6,1564.15,58.92
7,1536.99,59.96
8,1539.89,59.85
9,1530.22,60.23
10,1538.17,59.92
11,1534.99,60.04
12,1539.08,59.88
13,1543.74,59.70
14,1536.21,59.99
15,1536.36,59.99
16,1534.01,60.08
17,1535.33,60.03
18,1531.11,60.19
19,1541.47,59.79
20,1527.42,60.34
