Run_ID,Time_ms,Bandwidth_GBs
1,6876.05,1.01
2,6870.37,1.01
3,6880.02,1.00
4,6887.06,1.00
5,6880.75,1.00
6,6899.41,1.00
7,6896.65,1.00
8,6885.33,1.00
9,6911.99,1.00
10,6905.46,1.00
11,6892.24,1.00
12,6907.26,1.00
13,6875.61,1.01
14,6889.07,1.00
15,6874.53,1.01
16,6892.13,1.00
17,6885.03,1.00
18,6901.67,1.00
19,6876.97,1.01
20,6890.98,1.00
