Run_ID,Time_ms,Bandwidth_GBs
1,461.26,9.31
2,459.72,9.34
3,475.76,9.03
4,472.53,9.09
5,477.39,9.00
6,469.47,9.15
7,463.44,9.27
8,478.24,8.98
9,459.16,9.35
10,459.70,9.34
11,464.84,9.24
12,459.40,9.35
13,466.81,9.20
14,458.80,9.36
15,475.54,9.03
16,462.16,9.29
17,463.85,9.26
18,456.94,9.40
19,463.06,9.28
20,459.11,9.36
