Run_ID,Time_ms,Bandwidth_GBs
1,38987.58,2.56
2,38708.26,2.58
3,38661.52,2.59
4,38590.00,2.59
5,38676.55,2.59
6,38773.41,2.58
7,38768.20,2.58
8,38638.28,2.59
9,38778.22,2.58
10,38790.49,2.58
11,38745.44,2.58
12,38845.30,2.57
13,38759.01,2.58
14,38899.46,2.57
15,39587.76,2.53
16,38853.91,2.57
17,38907.50,2.57
18,38736.75,2.58
19,38794.63,2.58
20,38888.47,2.57
