Run_ID,Time_ms,Bandwidth_GBs
1,688.55,62.38
2,683.72,62.82
3,688.42,62.39
4,687.10,62.51
5,679.37,63.22
6,696.90,61.63
7,676.76,63.46
8,693.36,61.94
9,683.44,62.84
10,683.17,62.87
11,684.43,62.75
12,689.45,62.30
13,691.38,62.12
14,695.98,61.71
15,682.25,62.95
16,695.43,61.76
17,691.50,62.11
18,677.45,63.40
19,681.07,63.06
20,691.47,62.11
