Run_ID,Time_ms,Bandwidth_GBs
1,1522.63,60.53
2,1509.76,61.04
3,1508.14,61.11
4,1520.95,60.59
5,1504.29,61.26
6,1511.93,60.96
7,1521.95,60.55
8,1521.35,60.58
9,1521.97,60.55
10,1519.07,60.67
11,1530.59,60.21
12,1517.31,60.74
13,1507.95,61.12
14,1503.97,61.28
15,1503.98,61.28
16,1531.58,60.17
17,1509.07,61.07
18,1504.80,61.24
19,1509.61,61.05
20,1503.92,61.28
