Run_ID,Time_ms,Bandwidth_GBs
1,1027.96,2.03
2,1034.99,2.02
3,1037.32,2.02
4,1039.24,2.01
5,1039.86,2.01
6,1034.37,2.02
7,1037.63,2.01
8,1039.83,2.01
9,1041.41,2.01
10,1041.73,2.01
11,1037.29,2.02
12,1035.72,2.02
13,1038.22,2.01
14,1040.85,2.01
15,1038.88,2.01
16,1052.82,1.99
17,1056.75,1.98
18,1035.96,2.02
19,1036.85,2.02
20,1036.89,2.02
