Run_ID,Time_ms,Bandwidth_GBs
1,228.58,9.39
2,237.29,9.05
3,228.08,9.42
4,228.20,9.41
5,228.78,9.39
6,227.95,9.42
7,228.53,9.40
8,228.78,9.39
9,229.78,9.35
10,229.46,9.36
11,228.96,9.38
12,229.64,9.35
13,228.72,9.39
14,228.98,9.38
15,228.90,9.38
16,228.50,9.40
17,227.45,9.44
18,228.46,9.40
19,228.32,9.41
20,228.60,9.39
