batch_id,t0_ns,t1_ns,t2_ns,t3_ns,t4_ns,num_faults,spec_enqueues,spec_drops,spec_hits,enqueue_overhead_ns,total_latency_ns,phase01_ns,phase12_ns,phase23_ns
31618554,28177819498300,28177819505115,28177819862211,28177819862211,28177819862391,14,1,0,0,5525,364091,6815,357096,0
31618555,28177819917196,28177819920552,28177820253691,28177820253691,28177820253894,11,1,0,0,2974,336698,3356,333139,0
31618556,28177820294303,28177820297278,28177820451216,28177820451216,28177820451379,7,1,0,0,2586,157076,2975,153938,0
31618557,28177820522872,28177820525612,28177820782631,28177820782631,28177820782785,12,1,0,0,2435,259913,2740,257019,0
31618558,28177820823832,28177820826597,28177820916520,28177820916520,28177820916695,4,1,0,0,2454,92863,2765,89923,0
31618559,28177820968919,28177820971508,28177821237812,28177821237812,28177821238013,12,1,0,0,2330,269094,2589,266304,0
31618560,28177821267826,28177821270638,28177821563217,28177821563217,28177821563366,13,1,0,0,2481,295540,2812,292579,0
31618561,28177821602783,28177821605535,28177821713027,28177821713027,28177821713204,5,1,0,0,2464,110421,2752,107492,0
31618562,28177821773116,28177821775748,28177822178813,28177822178813,28177822179009,18,1,0,0,2302,405893,2632,403065,0
31618563,28177822203883,28177822206915,28177822378553,28177822378553,28177822378702,8,1,0,0,2487,174819,3032,171638,0
31618564,28177822430465,28177822433255,28177822766761,28177822766761,28177822766917,16,1,0,0,2420,336452,2790,333506,0
31618565,28177822799468,28177822802101,28177823037599,28177823037599,28177823037759,10,1,0,0,2418,238291,2633,235498,0
31618566,28177823085424,28177823088124,28177823593025,28177823593025,28177823593169,24,1,0,0,2381,507745,2700,504901,0
31618567,28177823628729,28177823631444,28177823921850,28177823921850,28177823922016,14,1,0,0,2394,293287,2715,290406,0
31618568,28177823965673,28177823968319,28177824204256,28177824204256,28177824204430,10,1,0,0,2400,238757,2646,235937,0
31618569,28177824273513,28177824276104,28177824855239,28177824855239,28177824855397,27,1,0,0,2320,581884,2591,579135,0
31618570,28177824889541,28177824892374,28177825114065,28177825114065,28177825114229,10,1,0,0,2577,224688,2833,221691,0
31618571,28177825160809,28177825163368,28177825558866,28177825558866,28177825559012,19,1,0,0,2231,398203,2559,395498,0
31618572,28177825595619,28177825598225,28177825872288,28177825872288,28177825872444,13,1,0,0,2306,276825,2606,274063,0
31618573,28177825900352,28177825902941,28177826323820,28177826323820,28177826323984,19,1,0,0,2270,423632,2589,420879,0
31618574,28177826414863,28177826417835,28177827187268,28177827187268,28177827187469,36,1,0,0,2599,772606,2972,769433,0
31618575,28177827220199,28177827222827,28177827716215,28177827716215,28177827716361,23,1,0,0,2336,496162,2628,493388,0
31618576,28177827756317,28177827758913,28177828334417,28177828334417,28177828334589,27,1,0,0,2331,578272,2596,575504,0
31618577,28177828369200,28177828371847,28177828622692,28177828622692,28177828622842,12,1,0,0,2332,253642,2647,250845,0
31618578,28177828670862,28177828673569,28177829061803,28177829061803,28177829061959,18,1,0,0,2379,391097,2707,388234,0
31618579,28177829113083,28177829115740,28177829771625,28177829771625,28177829771774,31,1,0,0,2325,658691,2657,655885,0
31618580,28177829808270,28177829810989,28177830106636,28177830106636,28177830106792,13,1,0,0,2391,298522,2719,295647,0
31618581,28177830154819,28177830157609,28177830716048,28177830716048,28177830716216,26,1,0,0,2464,561397,2790,558439,0
31618582,28177830750516,28177830753255,28177831080113,28177831080113,28177831080269,15,1,0,0,2423,329753,2739,326858,0
31618583,28177831133711,28177831136299,28177831532474,28177831532474,28177831532623,19,1,0,0,2339,398912,2588,396175,0
31618584,28177831571709,28177831574296,28177831806172,28177831806172,28177831806316,11,1,0,0,2329,234607,2587,231876,0
31618585,28177831848695,28177831851387,28177832180755,28177832180755,28177832180931,15,1,0,0,2372,332236,2692,329368,0
31618586,28177832609362,28177832612014,28177833137801,28177833137801,28177833137958,29,1,0,0,2288,528596,2652,525787,0
31618587,28177833171244,28177833173655,28177833298422,28177833298422,28177833298573,7,1,0,0,2124,127329,2411,124767,0
31618588,28177833340754,28177833343327,28177833691546,28177833691546,28177833691702,20,1,0,0,2256,350948,2573,348219,0
31618589,28177833739735,28177833742256,28177833961120,28177833961120,28177833961275,12,1,0,0,2208,221540,2521,218864,0
31618590,28177834010170,28177834012583,28177834394344,28177834394344,28177834394496,22,1,0,0,2125,384326,2413,381761,0
31618591,28177834429755,28177834432257,28177834742668,28177834742668,28177834742821,18,1,0,0,2207,313066,2502,310411,0
31618592,28177834773850,28177834776376,28177835094874,28177835094874,28177835095065,18,1,0,0,2276,321215,2526,318498,0
31618593,28177835134153,28177835136665,28177835515382,28177835515382,28177835515535,22,1,0,0,2191,381382,2512,378717,0
31618594,28177835554104,28177835556704,28177835901978,28177835901978,28177835902134,20,1,0,0,2277,348030,2600,345274,0
31618595,28177835944331,28177835946761,28177836214926,28177836214926,28177836215078,15,1,0,0,2208,270747,2430,268165,0
31618596,28177836257398,28177836259757,28177836757240,28177836757240,28177836757393,29,1,0,0,2073,499995,2359,497483,0
31618597,28177836791059,28177836793542,28177837110076,28177837110076,28177837110277,18,1,0,0,2262,319218,2483,316534,0
31618598,28177837149877,28177837152447,28177837500154,28177837500154,28177837500303,20,1,0,0,2241,350426,2570,347707,0
31618599,28177837539609,28177837542314,28177837836948,28177837836948,28177837837100,17,1,0,0,2457,297491,2705,294634,0
31618600,28177837871803,28177837874337,28177838199074,28177838199074,28177838199273,18,1,0,0,2207,327470,2534,324737,0
31618601,28177838233438,28177838236189,28177838666368,28177838666368,28177838666518,25,1,0,0,2498,433080,2751,430179,0
31618602,28177838696678,28177838699495,28177839067107,28177839067107,28177839067263,21,1,0,0,2526,370585,2817,367612,0
