Run_ID,Time_ms,Bandwidth_GBs
1,530.00,1.96
2,533.60,1.95
3,532.64,1.95
4,529.31,1.97
5,524.27,1.98
6,527.21,1.97
7,526.03,1.98
8,535.14,1.94
9,530.19,1.96
10,529.93,1.96
11,535.13,1.94
12,528.08,1.97
13,530.87,1.96
14,523.95,1.99
15,527.26,1.97
16,530.16,1.96
17,525.90,1.98
18,526.96,1.97
19,524.98,1.98
20,524.62,1.98
