Run_ID,Time_ms,Bandwidth_GBs
1,1031.85,2.03
2,1037.80,2.01
3,1033.16,2.02
4,1034.68,2.02
5,1035.41,2.02
6,1033.95,2.02
7,1034.80,2.02
8,1027.26,2.03
9,1030.13,2.03
10,1033.06,2.02
11,1032.13,2.03
12,1038.72,2.01
13,1040.11,2.01
14,1037.58,2.01
15,1033.11,2.02
16,1032.16,2.03
17,1030.31,2.03
18,1040.59,2.01
19,1039.42,2.01
20,1030.53,2.03
