run_order_idx,timestamp_iso8601,config,bench,size,rep_in_cell,phase,wall_s,htod_mb,dtoh_mb,cpu_page_faults,gpu_page_faults,exit_code,srcversion,mem_avail_before_kb,mem_avail_after_kb
1,2026-08-14T21:04:45Z,C1,bench_stencil_oversub,48000,warmup_1,warmup,371.97,,,,,137,9E98EF08CBA769C50A24937,35977916,35845160
