Run_ID,Time_ms,Bandwidth_GBs
1,466.96,9.20
2,463.29,9.27
3,470.77,9.12
4,458.26,9.37
5,468.23,9.17
6,464.54,9.25
7,458.78,9.36
8,457.31,9.39
9,457.05,9.40
10,458.60,9.37
11,457.79,9.38
12,458.66,9.36
13,457.49,9.39
14,459.84,9.34
15,463.16,9.27
16,458.16,9.37
17,461.74,9.30
18,458.55,9.37
19,463.94,9.26
20,459.17,9.35
