batch_id,t0_ns,t1_ns,t2_ns,t3_ns,t4_ns,num_faults,spec_enqueues,spec_drops,spec_hits,enqueue_overhead_ns,total_latency_ns,phase01_ns,phase12_ns,phase23_ns
31622522,28200065878991,28200065889463,28200066502556,28200066502556,28200066502863,16,1,0,0,9264,623872,10472,613093,0
31622523,28200066549299,28200066553209,28200066875143,28200066875143,28200066875730,10,1,0,0,3533,326431,3910,321934,0
31622524,28200066930268,28200066933463,28200067136574,28200067136574,28200067136821,6,1,0,0,2839,206553,3195,203111,0
31622525,28200067180286,28200067183658,28200067441720,28200067441720,28200067442320,8,1,0,0,2977,262034,3372,258062,0
31622526,28200067520946,28200067524216,28200067768156,28200067768156,28200067768382,8,1,0,0,2912,247436,3270,243940,0
31622527,28200067804000,28200067807336,28200068073394,28200068073394,28200068073584,8,1,0,0,2976,269584,3336,266058,0
31622528,28200068130823,28200068134216,28200068518034,28200068518034,28200068518223,12,1,0,0,3038,387400,3393,383818,0
31622529,28200068556113,28200068559424,28200068795425,28200068795425,28200068795611,8,1,0,0,2958,239498,3311,236001,0
31622530,28200068871553,28200068874825,28200069313768,28200069313768,28200069313948,14,1,0,0,2924,442395,3272,438943,0
31622531,28200069354581,28200069358097,28200069567791,28200069567791,28200069567983,7,1,0,0,3157,213402,3516,209694,0
31622532,28200069640274,28200069643629,28200070290389,28200070290389,28200070290599,21,1,0,0,2951,650325,3355,646760,0
31622533,28200070335793,28200070339385,28200071073741,28200071073741,28200071073935,24,1,0,0,3068,738142,3592,734356,0
31622534,28200071132548,28200071136190,28200071692937,28200071692937,28200071693120,19,1,0,0,2950,560572,3642,556747,0
31622535,28200071743888,28200071747216,28200072054663,28200072054663,28200072054864,10,1,0,0,2930,310976,3328,307447,0
31622536,28200072117866,28200072121475,28200072700253,28200072700253,28200072700430,20,1,0,0,3294,582564,3609,578778,0
31622537,28200072745531,28200072748829,28200073167683,28200073167683,28200073167873,13,1,0,0,3001,422342,3298,418854,0
31622538,28200073228424,28200073231818,28200073851180,28200073851180,28200073851378,21,1,0,0,2974,622954,3394,619362,0
31622539,28200073907572,28200073910957,28200074200023,28200074200023,28200074200220,9,1,0,0,3006,292648,3385,289066,0
31622540,28200074246252,28200074249680,28200074828688,28200074828688,28200074828912,20,1,0,0,2834,582660,3428,579008,0
31622541,28200074844125,28200074847294,28200075227174,28200075227174,28200075227374,12,1,0,0,2865,383249,3169,379880,0
31622542,28200075394664,28200075398102,28200076223042,28200076223042,28200076223221,36,1,0,0,3054,828557,3438,824940,0
31622543,28200076264230,28200076267548,28200076753026,28200076753026,28200076753219,17,1,0,0,2910,488989,3318,485478,0
31622544,28200076797457,28200076800558,28200077646688,28200077646688,28200077646888,28,1,0,0,2834,849431,3101,846130,0
31622545,28200077685071,28200077688505,28200078229956,28200078229956,28200078230140,18,1,0,0,3084,545069,3434,541451,0
31622546,28200078300553,28200078303873,28200078892671,28200078892671,28200078892853,20,1,0,0,2916,592300,3320,588798,0
31622547,28200078945044,28200078948446,28200079735359,28200079735359,28200079735552,26,1,0,0,3049,790508,3402,786913,0
31622548,28200079788925,28200079792534,28200080276921,28200080276921,28200080277160,16,1,0,0,3200,488235,3609,484387,0
31622549,28200080352722,28200080356323,28200081212809,28200081212809,28200081212996,29,1,0,0,3242,860274,3601,856486,0
31622550,28200081266407,28200081269817,28200081674158,28200081674158,28200081674345,13,1,0,0,3025,407938,3410,404341,0
31622551,28200081752979,28200081756379,28200082372006,28200082372006,28200082372185,20,1,0,0,3049,619206,3400,615627,0
31622552,28200082430820,28200082434264,28200082931633,28200082931633,28200082931839,17,1,0,0,3062,501019,3444,497369,0
31622553,28200082983967,28200082987165,28200083296821,28200083296821,28200083296998,10,1,0,0,2868,313031,3198,309656,0
31622554,28200083350842,28200083354327,28200083513552,28200083513552,28200083513748,5,1,0,0,3081,162906,3485,159225,0
31622555,28200083992526,28200083995927,28200085091067,28200085091067,28200085091253,41,1,0,0,3005,1098727,3401,1095140,0
31622556,28200085107153,28200085110570,28200085312967,28200085312967,28200085313156,8,1,0,0,3061,206003,3417,202397,0
31622557,28200085369461,28200085372593,28200086125100,28200086125100,28200086125280,29,1,0,0,2796,755819,3132,752507,0
31622558,28200086164053,28200086167345,28200086475219,28200086475219,28200086475430,12,1,0,0,2896,311377,3292,307874,0
31622559,28200086531586,28200086534754,28200087217008,28200087217008,28200087217209,26,1,0,0,2778,685623,3168,682254,0
