Run_ID,Time_ms,Bandwidth_GBs
1,689.61,62.28
2,686.76,62.54
3,685.60,62.64
4,684.76,62.72
5,688.56,62.38
6,681.69,63.00
7,679.83,63.18
8,690.79,62.18
9,688.10,62.42
10,693.26,61.95
11,689.99,62.25
12,691.61,62.10
13,686.02,62.61
14,692.27,62.04
15,690.45,62.21
16,684.61,62.74
17,683.42,62.85
18,685.91,62.62
19,691.98,62.07
20,689.66,62.28
