batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
26438,29907,31149,421,98156,94479,11482,99619,172387,213,1,1
26439,9007,7875,60,44244,42861,3797,44625,65384,67,1,1
26440,10540,8135,60,106612,102904,17734,107383,144393,71,1,1
26441,17262,14808,581,80713,78879,1754,81795,115739,85,1,1
26442,8576,6973,80,41629,40477,1503,42080,59222,46,1,1
26443,13205,10029,80,28163,27302,1824,28484,53612,68,1,1
26444,3206,2555,40,19507,19006,2325,19677,27813,37,1,1
26445,6362,4529,40,15119,14578,1362,15299,27592,64,1,1
26446,1743,110,41,17974,17894,3406,18115,23424,1,1,1
26447,6883,4819,40,15389,14808,1392,15580,28724,65,1,1
26448,5982,4639,40,15058,14407,3125,15239,29025,65,1,1
26449,5922,4779,40,21671,21060,2204,21861,34816,64,1,1
26450,3086,661,40,13666,13506,4389,13816,21992,12,1,1
26451,6211,3928,40,20850,20369,2044,21030,33263,57,1,1
26452,8276,7795,40,24046,23274,1503,24256,41880,98,1,1
26453,2314,311,40,13135,13005,601,13275,16541,6,1,1
26454,12704,12233,40,24517,23415,1753,24757,51487,143,1,1
26455,7044,5620,40,22412,21771,1533,22602,36850,78,1,1
26456,7274,4499,40,19527,18996,2605,19697,34135,63,1,1
26457,2726,420,41,12764,12573,2394,12915,18495,8,1,1
26458,6111,4148,40,16802,16310,1143,16972,28414,56,1,1
26459,7003,5109,40,23635,23043,2084,23825,38062,72,1,1
26460,1984,180,40,9538,9438,9899,9678,21791,3,1,1
26461,12694,15229,40,25078,23785,8516,25348,61827,171,1,1
26462,3176,451,40,6021,5871,1172,6162,11001,9,1,1
26463,2474,1022,40,10711,10510,5150,10871,19557,18,1,1
26464,7645,6642,40,22052,21330,3196,22252,39775,89,1,1
26465,4228,370,40,8185,8045,1092,8326,14066,8,1,1
26466,4078,571,40,7935,7765,1153,8085,13927,12,1,1
26467,3607,311,40,7985,7865,1503,8135,13596,6,1,1
26468,5019,2725,40,14377,14006,3837,14558,26189,42,1,1
26469,6082,4589,40,28524,27913,2886,28714,42321,64,1,2
26470,7063,5651,40,16271,15630,2715,16461,31940,78,1,1
26471,8366,5630,40,21009,20378,2765,21201,38002,76,1,1
26472,7805,7775,40,21621,20840,1102,21841,38563,100,1,1
26473,6732,2465,40,31891,31520,13005,32051,54293,35,1,2
26474,3005,2195,40,17483,17172,3046,17653,25949,34,1,1
26475,6252,3266,40,18815,18385,6783,18986,35337,48,1,1
26476,7805,6913,40,17263,16562,1132,17473,33363,89,1,1
26477,7043,3787,40,13526,13055,1973,13706,26550,55,1,1
26478,7144,5621,40,18425,17784,1543,18615,32973,78,1,1
26479,3908,1132,40,11813,11572,1633,11963,18686,22,1,1
26480,17473,11221,41,33653,32652,12795,33884,75413,123,1,2
26481,3346,1563,40,33263,32942,3727,33423,42119,25,1,3
26482,3246,1102,40,6242,6022,1202,6392,11992,20,1,1
26483,4138,2294,40,15129,14788,2345,15299,24116,36,1,1
26484,7655,4147,40,20549,20038,8125,20730,40697,61,1,1
26485,7534,6793,40,18035,17332,1372,18245,33984,88,1,1
26486,5440,2295,40,18465,18114,14688,18625,41108,38,1,1
26487,6292,5250,40,20599,19978,1253,20789,33634,75,1,1
26488,7183,3297,40,33924,33473,3046,34084,47670,47,1,2
26489,7454,6041,40,16241,15570,2365,16431,32342,82,1,1
26490,2895,311,40,17624,17493,2114,17764,23144,7,1,1
26491,5020,2635,40,13566,13175,2084,13726,23505,42,1,1
26492,6062,2805,40,11542,11131,1553,11702,22182,46,1,1
26493,6222,4629,40,15058,14507,1824,15248,27973,66,1,1
26494,3336,171,40,11201,11101,2194,11351,17082,3,1,1
26495,3607,361,40,28894,28714,9788,29045,42851,8,1,2
26496,6242,1803,40,18586,18305,12433,18746,39274,29,1,1
26497,2695,221,40,8105,7995,1523,8255,12734,5,1,1
26498,7013,6092,40,19758,19086,1252,19948,34355,83,1,1
26499,7224,3156,40,30548,30117,19357,30718,60505,45,1,2
26500,2985,1924,40,18305,18005,4629,18465,28043,31,1,1
26501,6773,2815,41,18795,18405,11422,18966,40026,44,1,1
26502,6603,5180,40,18405,17784,1182,18595,31600,75,1,1
26503,6773,4058,40,13195,12674,1553,13375,25809,62,1,1
26504,3046,2024,40,16601,16291,2135,16771,24016,33,1,1
26505,7244,5120,40,16050,15459,1654,16240,30318,73,1,1
26506,11792,9067,40,34465,33563,8917,34686,64502,110,1,2
26507,2795,1223,40,12704,12464,4198,12854,21110,21,1,1
26508,8677,5851,40,20309,19678,2915,20509,38002,79,1,1
26509,12052,12584,40,17833,16741,2424,18085,45195,144,1,1
