batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
24060,42700,39652,668,381636,375756,8691,383846,475397,168,1,1
24061,9971,7472,109,142288,141141,9819,142837,170195,41,1,1
24062,16661,14547,102,80130,78380,4149,80730,116196,75,1,1
24063,4344,200,99,50167,49944,1989,50472,57102,1,1,1
24064,24006,28717,121,68752,65766,2122,69583,124528,134,1,1
24065,12925,13525,96,57894,56328,1822,58457,86823,70,1,1
24066,7828,207,165,56272,56052,1881,56647,66659,1,1,1
24067,13350,11506,134,42048,40677,1956,42622,69535,63,1,1
24068,16286,14592,94,92894,91067,5111,93490,129577,75,1,2
24069,4481,288,97,31441,31214,1793,31747,38414,2,1,1
24070,14475,13129,127,74678,73194,3320,75300,106318,69,1,1
24071,16515,14375,193,78589,76896,1883,79295,112166,77,1,1
24072,21264,22434,101,87552,85140,1985,88283,134070,112,1,1
24073,10174,9832,95,76395,75174,2082,76989,99182,55,1,1
24074,2947,198,92,58897,58691,2796,59196,65239,1,1,1
24075,4329,194,102,50968,50771,1738,51286,57638,1,1,1
24076,17145,19410,95,58794,56805,1796,59453,97903,96,1,1
24077,14801,15601,101,50922,49074,2106,51538,84139,82,1,1
24078,4614,377,184,37553,37288,1857,37975,44923,3,1,1
24079,41317,34415,114,112010,108828,7796,112916,196540,153,1,2
24080,12496,8594,101,86304,85099,7821,86789,115795,47,1,2
24081,2872,216,100,27913,27710,2375,28262,33813,1,1,1
24082,4155,193,87,26371,26185,2052,26665,33157,1,1,1
24083,4179,197,94,23515,23314,1731,23826,30026,1,1,1
24084,12770,10876,111,105789,104345,1836,106377,131956,60,1,2
24085,9003,6598,105,67145,66204,1810,67610,85117,39,1,1
24086,15839,15570,147,70690,68982,1850,71353,104709,80,1,1
24087,16619,4165,180,63275,62625,1823,63779,86482,24,1,1
24088,11277,10896,198,64107,62755,1915,64756,88940,61,1,1
24089,4098,211,133,54036,53831,1826,54392,60631,1,1,1
24090,21642,23792,140,61493,59123,1808,62274,109615,117,1,1
24091,11690,11247,103,45978,44656,1858,46509,71401,61,1,1
24092,4612,338,143,37796,37537,1851,38162,45060,3,1,1
24093,41126,40055,94,105507,101926,6124,106452,193854,177,1,2
24094,12157,7402,103,86067,84956,6426,86539,112618,42,1,2
24095,4446,200,174,24331,24125,1793,24703,31235,1,1,1
24096,3992,204,98,17794,17588,1725,18088,24102,1,1,1
24097,22376,21851,89,77153,74947,1713,77864,123907,108,1,1
24098,10200,9359,184,64357,63187,2352,64931,86939,52,1,1
24099,14988,9525,94,62491,61302,4612,62995,92215,54,1,1
24100,21343,22394,97,66367,64112,1841,67071,112759,111,1,1
24101,10843,8786,104,65564,64399,2040,66136,87905,52,1,1
24102,4501,197,100,56426,56212,2217,56729,63734,1,1,1
24103,5880,361,104,56380,56113,1705,56701,64744,3,1,1
24104,18616,20032,141,47311,45290,1834,48047,88627,98,1,1
24105,10803,9806,103,41341,40107,1779,41869,64352,55,1,1
24106,4400,230,97,52782,52570,1839,53169,59735,1,1,1
24107,25230,23306,112,108462,105997,1834,109209,159678,112,1,2
24108,8436,5301,95,59209,58425,9266,59630,82731,32,1,1
24109,4066,226,97,23999,23784,1854,24292,30535,1,1,1
24110,10603,7669,116,78791,77658,2157,79293,99821,45,1,1
24111,9691,8920,189,73599,72456,1749,74190,94659,51,1,1
24112,18219,12430,97,62795,61362,2056,63350,96177,64,1,1
24113,21128,23267,109,60539,58271,1835,61261,107588,111,1,1
24114,13554,13165,102,56003,54555,1787,56567,85168,68,1,1
24115,41125,36595,185,107706,104342,5204,108711,191734,163,1,2
24116,10003,7686,98,85137,84015,6911,85609,110308,43,1,2
