Run_ID,Time_ms,Bandwidth_GBs
1,1322.41,4.87
2,1323.76,4.87
3,1324.31,4.86
4,1321.13,4.88
5,1311.09,4.91
6,1328.31,4.85
7,1321.91,4.87
8,1313.83,4.90
9,1322.00,4.87
10,1319.03,4.88
11,1320.86,4.88
12,1322.11,4.87
13,1326.00,4.86
14,1320.06,4.88
15,1318.77,4.89
16,1320.53,4.88
17,1315.96,4.90
18,1326.63,4.86
19,1319.38,4.88
20,1320.06,4.88
