batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
7573,36258,31149,390,86223,82115,11943,87656,167306,210,1,1
7574,6302,822,70,22272,21902,1473,22572,31259,10,1,1
7575,4428,1232,60,15189,14848,13526,15419,34666,13,1,1
7576,10500,9327,60,26550,25097,10931,26861,57679,75,1,1
7577,3457,2104,60,23835,23385,861,24076,30558,22,1,1
7578,16672,15108,60,33804,32181,15810,34145,81795,118,1,2
7579,3938,3036,60,29335,28885,12012,29586,48642,30,1,1
7580,4839,2615,70,20809,20308,2665,21060,31239,27,1,1
7581,6642,3687,60,19126,18605,1493,19377,31279,37,1,1
7582,4578,3307,70,18385,17764,2605,18645,29195,36,1,1
7583,10981,9899,60,18796,17734,1302,19106,41358,85,1,1
7584,4979,3026,60,24476,24006,4919,24727,37731,32,1,1
7585,4358,3487,60,25298,24777,952,25548,34415,36,1,1
7586,25438,34245,71,37841,35036,14297,38322,112372,239,1,2
7587,3737,1984,60,27923,27542,16431,28163,50375,23,1,1
7588,4519,2044,60,16491,16111,2705,16732,26060,23,1,1
7589,8496,7073,60,16761,15950,1482,17043,34174,63,1,1
7590,5030,3456,60,17152,16611,2956,17412,28915,38,1,1
7591,11081,9228,60,17383,16391,1573,17683,39625,79,1,1
7592,9568,7955,70,29345,28434,5060,29646,52289,73,1,1
7593,22773,32250,60,33584,30909,2214,34064,91383,232,1,1
7594,2846,1202,60,21491,21261,19246,21691,45045,16,1,1
7595,17864,17784,40,24506,22934,17734,24806,78238,195,1,2
7596,4048,1352,40,12303,12073,2064,12464,19988,22,1,1
7597,7294,5480,40,13376,12745,1513,13576,27903,73,1,1
7598,6863,5180,40,17273,16661,1774,17463,31330,71,1,1
7599,6913,5270,40,16772,16161,3286,16972,32481,72,1,1
7600,6072,4468,40,18024,17463,3056,18215,31851,64,1,1
7601,4689,2234,40,19888,19537,19557,20058,46588,35,1,1
7602,11181,11762,40,22934,21771,18034,23184,64191,140,1,2
7603,1282,161,40,8576,8476,2565,8716,12784,2,1,1
7604,7745,5881,40,13546,12895,1553,13746,28985,78,1,1
7605,6703,4939,41,16591,16010,1803,16782,30287,67,1,1
7606,6362,5009,41,16962,16361,2925,17153,31489,69,1,1
7607,7074,5781,40,17373,16722,2284,17573,32762,76,1,1
7608,6863,2605,40,19898,19517,20729,20068,50315,39,1,1
7609,2915,1042,40,18825,18605,14418,18976,37401,19,1,1
7610,1432,131,40,8296,8205,2414,8456,12483,1,1,1
7611,3597,2124,40,9809,9478,1854,9979,17604,33,1,1
7612,3787,642,40,9277,9097,1704,9427,15610,12,1,1
7613,10430,12023,40,17433,16271,1102,17683,41288,144,1,1
7614,6683,4398,40,16401,15850,3016,16591,30738,63,1,1
7615,5751,4739,40,20709,20148,2415,20899,33834,64,1,1
7616,6262,2625,40,20809,20459,18946,20989,48852,36,1,1
7617,2966,531,40,19006,18846,13476,19156,36179,11,1,1
7618,1303,250,41,10489,10369,2645,10640,14888,5,1,1
7619,6582,5391,40,14076,13455,2524,14277,28814,73,1,1
7620,7805,7003,40,20188,19426,4689,20409,39946,93,1,1
7621,6672,5972,40,20990,20329,1883,21200,35767,78,1,1
7622,6072,2815,40,20008,19638,18786,20188,47901,39,1,1
7623,2635,1432,40,19927,19657,11883,20088,36098,25,1,1
7624,6713,7304,40,14537,13776,1173,14747,29997,93,1,1
7625,7214,6142,40,14648,13956,1913,14848,30167,82,1,1
7626,6332,4880,40,19707,19116,2866,19897,34025,68,1,1
7627,7113,5981,40,19296,18635,1684,19497,34325,80,1,1
7628,5620,2285,40,20378,20028,14247,20548,42750,35,1,1
