batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
866,30488,33864,351,99528,96562,10871,100760,176133,224,1,1
867,5320,3206,60,35136,34665,1904,35447,45937,30,1,1
868,4107,2124,60,42861,42490,11862,43091,61275,22,1,1
869,4829,2595,61,41458,41047,7264,41709,56457,26,1,1
870,9648,8706,60,33814,32932,1813,34104,54332,69,1,1
871,4318,1833,60,22613,22272,2335,22843,31400,20,1,1
872,11722,9257,60,25809,24697,1683,26110,48832,79,1,1
873,3577,1933,60,27762,27381,3116,28003,36699,22,1,1
874,9748,7755,61,24185,23304,1423,24466,43462,68,1,1
875,12293,3116,60,28494,28023,1493,28744,45726,32,1,1
876,9609,6672,61,21841,21059,1252,22122,39725,60,1,1
877,8997,6933,50,16341,15759,2876,16571,35447,64,1,1
878,8787,9017,40,24797,23925,1674,25017,44555,106,1,1
879,2535,421,40,13696,13506,722,13846,17574,8,1,1
880,18004,19808,40,26210,24607,2735,26500,67107,205,1,1
881,8346,7093,40,23775,23043,1633,23986,41118,89,1,1
882,7144,5901,40,24126,23475,1723,24326,39144,77,1,1
883,2204,260,50,10390,10270,591,10540,13636,5,1,1
884,12283,11462,40,20138,19076,1442,20388,45626,132,1,1
885,7485,3055,40,33413,32942,17774,33594,61948,42,1,2
886,3577,2545,40,15530,15159,3927,15700,25789,38,1,1
887,6643,3707,40,20218,19778,5580,20409,36379,48,1,1
888,2765,491,51,12774,12634,1944,12935,18175,10,1,1
889,7204,5801,40,20058,19417,1433,20258,34736,74,1,1
890,7634,5741,40,19838,19196,2214,20038,35657,74,1,1
891,4008,831,41,11982,11782,1914,12143,18936,16,1,1
892,6452,3306,40,34044,33593,10410,34225,54433,45,1,2
893,3166,1232,40,11222,10981,6312,11382,22152,22,1,1
894,9137,6443,40,22583,21861,4498,22783,42911,85,1,1
895,3626,751,40,13215,13035,1724,13375,19517,14,1,1
896,5942,3747,40,10740,10370,1093,10910,21752,39,1,1
897,4369,1983,41,14968,14647,3937,15149,25488,32,1,1
898,7955,5951,50,21982,21310,2124,22192,38262,80,1,1
899,5951,2495,50,20018,19647,1523,20198,30217,40,1,1
900,7814,6012,50,23735,23074,6222,23945,44033,79,1,1
901,1813,211,40,13005,12884,551,13145,15780,4,1,1
902,11011,10289,50,23976,22994,1022,24216,46568,122,1,1
903,7054,4208,40,20599,20078,2695,20789,34786,59,1,1
904,6883,5710,40,22282,21621,1182,22483,36289,76,1,1
905,6242,3677,40,13496,13005,1412,13676,25057,55,1,1
906,1763,321,40,17894,17763,2154,18044,22332,7,1,1
907,4087,1482,41,13545,13295,2375,13706,21711,24,1,1
908,7695,3606,40,14587,14116,1744,14768,27853,51,1,1
909,6783,5851,40,22783,22112,1573,22984,37231,78,1,1
910,17332,13285,40,34716,33513,9357,34966,74991,145,1,2
911,3577,1042,40,35337,35057,3597,35487,43753,17,1,3
912,4448,612,50,6051,5891,1032,6211,12353,12,1,1
913,8195,8937,41,20598,19707,1062,20840,39084,110,1,1
914,7574,5040,40,21741,21170,6212,21931,40817,65,1,1
915,6312,4949,41,19035,18464,1643,19227,32181,66,1,1
916,7104,4318,40,20399,19878,14096,20589,46157,59,1,1
917,6412,5199,50,21130,20518,1222,21331,34215,72,1,1
918,6242,3737,50,36479,35978,7825,36669,54523,52,1,2
919,7293,5731,41,14687,14056,2275,14888,30237,74,1,1
920,1663,121,40,18565,18475,2855,18735,23414,1,1,1
921,4769,2074,40,13856,13526,2014,14026,22933,33,1,1
922,6221,3747,40,12834,12333,1353,13035,24386,56,1,1
923,7564,5811,40,15269,14618,1623,15469,30517,76,1,1
924,3977,291,40,12223,12093,1724,12363,18415,6,1,1
925,3416,842,50,31760,31530,15770,31920,52008,15,1,2
926,2635,912,50,18916,18725,15178,19076,37851,16,1,1
927,3536,471,41,8526,8365,1523,8687,14257,11,1,1
928,6663,6081,40,20810,20108,1172,21020,34986,82,1,1
929,6963,4108,40,30357,29826,19858,30557,61526,56,1,2
930,2876,2304,40,20098,19758,611,20258,26089,34,1,1
931,18064,19457,40,24256,22633,13576,24556,75693,208,1,1
932,5991,4959,40,18595,18004,1222,18786,31018,68,1,1
933,6923,3637,40,13436,12965,1793,13616,26029,52,1,1
934,3006,2044,40,18014,17684,2745,18184,26029,33,1,1
