batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
7659,68602,56431,910,337731,330773,10987,341183,477765,173,1,1
7660,14095,12702,150,156941,155052,13714,157908,198749,51,1,1
7661,21042,16424,164,87131,85095,4412,88125,130358,63,1,1
7662,2577,264,152,102578,102295,4863,103008,111013,1,1,1
7663,45820,53088,185,140057,134922,2258,141923,243412,178,1,1
7664,5719,281,163,33080,32791,2133,33541,42028,1,1,1
7665,10034,7484,125,110108,108979,6329,110806,134951,34,1,1
7666,17544,15950,149,99338,97298,2209,100377,136411,66,1,1
7667,59415,41087,165,135725,131908,16920,137296,255050,140,1,1
7668,24227,15622,149,127872,126086,11788,128796,180747,60,1,1
7669,30168,25985,152,104844,102168,2278,106062,164808,97,1,1
7670,13507,10740,156,92000,90574,2088,92812,119439,47,1,1
7671,58548,39908,151,132272,128531,13092,133781,245639,137,1,1
7672,15026,8923,161,109461,108237,13100,110246,147599,38,1,1
7673,27772,25080,153,111884,109286,2231,113106,168520,91,1,1
7674,11847,9062,145,91696,90461,2153,92442,115813,40,1,1
7675,60169,62585,175,135253,130891,10004,136977,270060,158,1,1
7676,17025,11310,145,109955,108471,14049,110751,153448,47,1,1
7677,34062,38989,143,108297,104493,2267,109828,185465,136,1,1
7678,16121,15317,139,113658,111777,2222,114603,148570,64,1,1
7679,59815,40016,138,134638,130799,23768,136136,260058,138,1,1
7680,17477,10681,142,109884,108427,16467,110662,155620,44,1,1
7681,29649,27968,146,103281,100411,2246,104581,164761,104,1,1
7682,20193,21164,144,97182,94862,2265,98250,142188,80,1,1
7683,59685,36769,152,129242,125675,34611,130706,262086,128,1,1
7684,18020,9068,141,109973,108663,19927,110704,158015,39,1,1
7685,30542,29048,179,103952,101045,2196,105265,167368,103,1,1
7686,15766,14542,150,94516,92803,2097,95409,128110,58,1,1
7687,59553,37592,156,130215,126646,28789,131816,258058,130,1,1
7688,20729,12582,249,125801,124181,15227,126752,175603,50,1,1
7689,24941,24320,159,98672,95965,2198,99882,151668,93,1,1
7690,18437,16815,154,95025,93024,2231,96011,133792,68,1,1
7691,59497,39150,147,143637,139990,33300,145132,277384,134,1,1
7692,17024,9373,155,109369,108078,16828,110127,153655,40,1,1
7693,23905,20576,163,96354,94101,2258,97443,144513,81,1,1
7694,16415,13368,166,91325,89601,2190,92235,124512,56,1,1
7695,28765,4423,159,106322,105529,38832,106950,179276,21,1,1
7696,18456,6035,147,108881,107915,15748,109524,150052,28,1,1
7697,28540,27121,148,100336,97506,2300,101649,159921,101,1,1
7698,15608,14661,172,67392,65665,2140,68373,101080,59,1,1
7699,5758,191,154,79345,79046,2144,79808,88214,1,1,1
7700,59377,39953,144,130510,126785,23956,132049,255682,139,1,1
7701,58981,43961,142,127543,123412,5803,129136,238200,148,1,1
7702,23547,23404,154,96824,94287,2588,98032,147899,86,1,1
7703,17894,18217,165,70867,68756,2599,71874,110899,71,1,1
7704,8553,2686,169,176928,176071,2176,177515,191270,15,1,2
7705,14137,11006,146,111506,110060,6917,112285,144667,46,1,1
7706,31266,32486,180,88998,85717,2142,90400,156626,117,1,1
7707,17021,15656,171,66477,64566,2128,67417,102529,63,1,1
7708,6209,230,147,65473,65177,2128,65948,74843,1,1,1
7709,59309,45896,230,194131,189855,28204,195880,329617,157,1,2
7710,17491,7899,150,107002,105857,15744,107740,149480,34,1,1
7711,16863,18055,158,48009,46114,1876,48756,85650,91,1,1
7712,11818,10705,109,39627,38358,1841,40149,64608,58,1,1
7713,23207,21664,117,80011,77834,1774,80733,127479,106,1,1
7714,13792,14247,142,76916,75147,1842,77561,107540,77,1,1
7715,16214,15845,136,45280,43556,1820,45942,79919,82,1,1
7716,10301,9993,101,39648,38416,1827,40166,62378,55,1,1
7717,39121,30849,144,83503,80672,1857,84389,156322,142,1,1
7718,9043,7801,98,72529,71444,1776,73001,91714,46,1,1
7719,20311,17135,160,43655,41873,1870,44349,83770,85,1,1
