batch_id,d1_ns,d2_ns,d3_ns,d4_ns,d5_ns,d6_ns,svc_ns,total_ns,num_faults,num_va_spaces,num_blocks
839,60377,52513,700,454896,447104,10221,457923,581687,168,1,1
840,22098,18457,178,246202,243945,10232,247313,298417,69,1,1
841,19815,13264,163,146559,144925,2276,147465,183122,51,1,1
842,6075,306,181,111113,110780,2224,111625,120551,1,1,1
843,22881,21232,186,101273,98522,2219,102427,149083,82,1,1
844,16227,16114,145,106835,104725,2311,107801,142768,65,1,1
845,10486,262,166,102214,101912,2089,102684,115832,1,1,1
846,5390,2193,148,68401,67791,5211,68939,82032,12,1,1
847,7881,1311,151,57478,56901,2216,57976,69694,7,1,1
848,41198,40695,150,176727,172602,3270,178258,263737,141,1,2
849,5628,189,147,39379,39094,2349,39810,48276,1,1,1
850,35083,34460,155,140296,136696,2193,141752,213797,124,1,1
851,21781,17983,171,130652,128516,2187,131695,173975,71,1,1
852,26522,26665,163,134377,131463,2211,135615,191329,101,1,1
853,13165,11482,157,110097,108528,2113,110946,138171,50,1,1
854,4905,194,162,103537,103239,3170,104006,112583,1,1,1
855,5553,197,137,94708,94441,2188,95126,103368,1,1,1
856,31092,32243,148,100668,97444,2204,102017,167875,115,1,1
857,20989,18128,151,80026,77780,2097,81037,122559,73,1,1
858,6160,215,150,75444,75128,2146,75900,84735,1,1,1
859,59261,47725,150,187568,182984,7923,189264,304486,158,1,2
860,53378,56694,145,175561,170312,2189,177470,290048,185,1,2
861,5346,230,142,39429,39152,2770,39856,48497,1,1,1
862,6040,206,144,37405,37139,2400,37834,46778,1,1,1
863,5715,183,141,54232,53941,2125,54687,63019,1,1,1
864,22928,17877,134,172706,170436,2143,173712,216965,70,1,2
865,12732,10864,152,129813,128393,2157,130611,156611,47,1,1
866,31970,32276,147,135832,132390,2184,137190,203951,115,1,1
867,19210,19170,154,109009,106731,2616,110063,151367,76,1,1
868,6759,273,152,101020,100729,2156,101482,111007,1,1,1
869,5525,183,146,96824,96553,2423,97281,105758,1,1,1
870,31639,46848,194,67242,64658,1814,68547,149163,124,1,1
871,14986,16156,107,47071,45362,1875,47701,80820,82,1,1
872,4551,199,93,36527,36340,2125,36830,43792,1,1,1
873,9921,6769,109,90276,89209,12543,90756,120088,39,1,2
874,14212,12568,113,87743,86196,6487,88302,121665,65,1,2
875,4370,198,145,25431,25238,1738,25797,32207,1,1,1
876,4286,200,97,18774,18570,1800,19077,25466,1,1,1
877,26667,25735,109,84616,81951,1733,85392,139637,125,1,1
878,11858,10656,122,78722,77430,1747,79283,103652,60,1,1
879,36337,22762,205,68965,66872,1871,69752,130826,97,1,1
880,11162,10414,106,57050,55699,1856,57572,81098,59,1,1
881,4568,198,102,57511,57304,1906,57837,64602,1,1,1
882,5298,348,125,58901,58658,1743,59267,66750,3,1,1
883,17965,28530,155,46127,44350,2159,46838,95593,87,1,1
884,11612,11073,96,40366,39017,1788,40914,65477,62,1,1
885,4442,210,106,37927,37721,1788,38247,44824,1,1,1
886,32859,27610,104,109526,106698,1857,110315,172746,131,1,2
887,6315,2549,92,57659,57146,9397,58029,76383,18,1,1
888,15713,212,174,25692,25471,1929,26136,44098,1,1,1
889,4982,860,100,32418,32060,1759,32773,40467,7,1,1
890,14562,13668,108,74198,72669,1902,74772,105001,71,1,1
891,8244,6377,100,70989,70072,1774,71443,87925,40,1,1
892,16284,8436,92,65970,64933,1756,66432,93002,46,1,1
893,19905,8003,160,56371,55328,4193,56930,89132,45,1,1
894,13493,12232,103,54689,53292,2355,55253,83423,66,1,1
895,41418,40595,118,112535,108944,4986,113516,200618,179,1,2
896,12548,10659,102,100603,99249,6472,101172,130946,56,1,2
897,4436,208,123,27291,27041,2171,27646,34565,1,1,1
898,30792,23913,113,79753,77429,1740,80507,137054,115,1,1
899,15635,11741,107,73781,72414,1704,74339,103513,64,1,1
900,45585,28462,387,120680,117518,2441,122338,198977,110,1,1
901,14845,13906,227,87536,85996,1972,88590,119459,58,1,1
902,4442,215,99,57149,56954,1748,57485,63982,1,1,1
903,4425,351,100,55346,55108,1953,55670,62492,2,1,1
904,17334,16486,164,61896,59715,1793,62618,98351,85,1,1
905,14376,14789,99,60398,58754,1824,60981,92065,77,1,1
906,1654,197,96,42699,42488,2561,43007,47511,1,1,1
907,41320,38233,114,104761,101171,7638,105718,193007,174,1,2
908,6464,1544,93,89228,88683,12474,89618,110196,11,1,2
909,5556,319,101,18577,18322,1765,18896,26631,3,1,1
910,4683,191,94,25114,24904,1892,25417,32270,1,1,1
911,4905,197,99,27366,27174,1747,27654,34593,1,1,1
912,21897,20106,109,85731,83487,1964,86432,130503,102,1,1
913,9828,7678,100,74971,73974,1762,75434,94796,44,1,1
914,21650,22736,142,94324,91901,1973,95102,141563,113,1,1
915,10729,9809,104,66513,65287,1826,67050,89512,56,1,1
916,4637,237,116,64050,63825,1823,64392,71180,1,1,1
917,4122,206,92,61757,61563,1739,62045,68199,1,1,1
918,20401,19702,150,49396,47105,1941,50128,92275,98,1,1
919,8545,6515,100,74406,73368,1382,74863,91396,39,1,2
920,4637,346,100,36673,36424,2206,37007,44290,3,1,1
921,41927,38775,117,100086,96507,5090,101060,186952,176,1,2
922,10210,4393,103,87352,86553,8406,87821,110935,27,1,2
923,4568,196,98,21661,21460,1792,21974,28621,1,1,1
924,4082,199,99,24950,24737,1666,25273,31311,1,1,1
925,4545,200,103,18246,18052,1862,18553,25249,1,1,1
926,6375,3555,95,45824,45208,5404,46220,61639,23,1,1
927,17147,15252,105,64756,63108,1848,65357,99699,78,1,1
928,15090,15713,102,77322,75579,1698,77950,110538,83,1,1
929,2276,1407,133,47342,46967,975,47743,52502,10,1,1
930,29876,28714,103,59309,56565,1789,60115,120580,137,1,1
931,10921,9044,128,57428,56271,2255,57966,80290,52,1,1
932,4529,201,98,55706,55513,1736,56027,62595,1,1,1
933,5796,201,101,56150,55881,13408,56471,75967,1,1,1
934,13827,12692,129,41329,39880,2715,41918,71245,67,1,1
935,9564,8066,140,40398,39355,2142,40934,60809,45,1,1
936,4720,198,97,36163,35973,1797,36462,43267,1,1,1
937,3892,1952,102,59544,59110,33746,59927,99611,14,1,1
938,13537,11903,108,75323,73868,2708,75882,104127,66,1,1
939,4233,208,139,23245,23048,1781,23614,29932,1,1,1
940,25373,24244,109,82110,79724,1816,82851,134388,117,1,1
941,4331,199,92,59553,59366,1791,59844,66257,1,1,1
942,13306,13262,100,74981,73477,1937,75543,104142,71,1,1
943,4402,196,102,74063,73816,1814,74457,80972,1,1,1
944,23833,25228,108,60208,57735,1858,60988,112025,123,1,1
945,11358,11000,106,55282,53993,2930,55816,81200,60,1,1
946,41369,40342,110,111442,107796,3877,112415,198106,178,1,2
947,14601,13964,157,93751,92077,5563,94394,128613,73,1,2
948,4718,208,98,25299,25106,1733,25618,32367,1,1,1
949,19294,17173,135,79095,77277,1802,79763,118135,86,1,1
950,10588,8846,112,70893,69787,1812,71397,92733,50,1,1
951,6378,4220,180,64905,64208,5077,65414,81198,27,1,1
952,17889,7837,137,67801,66806,1839,68322,95997,43,1,1
953,11420,11183,118,72880,71569,1869,73426,97986,60,1,1
954,4390,334,99,61300,61073,1769,61621,68204,3,1,1
955,19607,20658,144,60718,58545,1847,61467,103683,102,1,1
956,15592,14981,161,51939,50302,2150,52605,85422,79,1,1
957,4605,1173,102,43271,42911,1832,43632,51337,9,1,1
958,41473,37592,116,101254,97857,3720,102192,185076,168,1,2
959,15026,9201,201,93200,91952,6238,93799,124370,51,1,2
960,4563,212,100,25452,25217,1881,25767,32520,1,1,1
961,4531,204,104,24845,24658,1714,25165,31706,1,1,1
962,25964,25488,117,78642,76151,1732,79425,132709,124,1,1
963,3181,1863,98,45755,45337,970,46128,52232,13,1,1
964,41162,27094,154,69996,67415,2664,70825,141844,130,1,1
965,3886,3329,97,53615,53018,1008,54007,62332,22,1,1
966,30936,25370,129,67575,65087,2102,68358,126867,121,1,1
967,12425,11024,95,60672,59341,1725,61202,86464,61,1,1
968,4332,328,133,58745,58501,1831,59120,65713,3,1,1
