Run_ID,Time_ms,Bandwidth_GBs
1,733.82,4.39
2,767.96,4.19
3,736.14,4.38
4,766.51,4.20
5,741.08,4.35
6,734.35,4.39
7,733.63,4.39
8,737.29,4.37
9,737.49,4.37
10,734.34,4.39
11,735.00,4.38
12,732.88,4.40
13,741.04,4.35
14,731.50,4.40
15,740.59,4.35
16,733.01,4.39
17,736.91,4.37
18,732.08,4.40
19,731.85,4.40
20,732.29,4.40
