Run_ID,Time_ms,Bandwidth_GBs
1,524.88,1.98
2,522.28,1.99
3,519.77,2.00
4,521.16,2.00
5,522.68,1.99
6,522.64,1.99
7,523.12,1.99
8,524.50,1.98
9,524.51,1.98
10,526.36,1.98
11,523.58,1.99
12,528.33,1.97
13,525.54,1.98
14,523.20,1.99
15,526.02,1.98
16,521.73,1.99
17,523.96,1.99
18,518.98,2.01
19,524.13,1.99
20,530.90,1.96
