Run_ID,Time_ms,Bandwidth_GBs
1,115.37,9.31
2,115.30,9.31
3,115.77,9.27
4,115.46,9.30
5,115.32,9.31
6,115.18,9.32
7,115.68,9.28
8,115.10,9.33
9,115.27,9.31
10,114.56,9.37
11,122.80,8.74
12,115.13,9.33
13,115.29,9.31
14,115.29,9.31
15,122.09,8.79
16,114.91,9.34
17,122.63,8.76
18,121.45,8.84
19,114.96,9.34
20,115.18,9.32
