Run_ID,Time_ms,Bandwidth_GBs
1,192.88,55.67
2,194.84,55.11
3,189.85,56.56
4,191.13,56.18
5,191.56,56.05
6,192.57,55.76
7,193.95,55.36
8,194.88,55.10
9,194.88,55.10
10,194.89,55.09
11,195.33,54.97
12,194.43,55.22
13,194.38,55.24
14,192.58,55.76
15,191.59,56.04
16,192.51,55.77
17,192.53,55.77
18,195.43,54.94
19,189.54,56.65
20,190.18,56.46
