Run_ID,Time_ms,Bandwidth_GBs
1,2186.74,1.47
2,2265.23,1.42
3,2264.31,1.42
4,2260.43,1.43
5,2248.93,1.43
6,2242.80,1.44
7,2249.45,1.43
8,2255.83,1.43
9,2277.48,1.41
10,2242.23,1.44
11,2257.09,1.43
12,2261.39,1.42
13,2265.24,1.42
14,2283.60,1.41
15,2247.59,1.43
16,2270.74,1.42
17,2254.50,1.43
18,2253.33,1.43
19,2261.24,1.42
20,2280.30,1.41
