Run_ID,Time_ms,Bandwidth_GBs
1,114.60,9.37
2,115.15,9.32
3,118.75,9.04
4,115.83,9.27
5,114.87,9.35
6,122.12,8.79
7,121.64,8.83
8,121.92,8.81
9,114.89,9.35
10,121.81,8.82
11,115.18,9.32
12,115.02,9.34
13,115.11,9.33
14,122.04,8.80
15,121.90,8.81
16,124.01,8.66
17,115.14,9.33
18,122.30,8.78
19,114.93,9.34
20,115.09,9.33
