Run_ID,Time_ms,Bandwidth_GBs
1,345.57,4.66
2,344.37,4.68
3,348.34,4.62
4,347.50,4.63
5,345.55,4.66
6,348.37,4.62
7,346.94,4.64
8,345.59,4.66
9,347.23,4.64
10,349.39,4.61
11,346.93,4.64
12,349.98,4.60
13,344.34,4.68
14,348.83,4.62
15,348.48,4.62
16,346.28,4.65
17,346.25,4.65
18,349.37,4.61
19,347.51,4.63
20,344.47,4.68
