Run_ID,Time_ms,Bandwidth_GBs
1,272.60,1.90
2,270.16,1.92
3,268.49,1.93
4,270.61,1.91
5,271.08,1.91
6,273.84,1.89
7,271.83,1.90
8,272.19,1.90
9,275.41,1.88
10,283.76,1.82
11,278.41,1.86
12,274.24,1.89
13,275.05,1.88
14,269.97,1.92
15,273.61,1.89
16,274.99,1.88
17,272.44,1.90
18,272.19,1.90
19,276.47,1.87
20,272.66,1.90
