Run_ID,Time_ms,Bandwidth_GBs
1,1522.15,60.55
2,1526.72,60.36
3,1532.12,60.15
4,1525.32,60.42
5,1531.85,60.16
6,1526.73,60.36
7,1528.46,60.30
8,1535.04,60.04
9,1535.34,60.03
10,1537.49,59.94
11,1530.69,60.21
12,1518.66,60.69
13,1526.39,60.38
14,1517.89,60.72
15,1521.70,60.56
16,1526.80,60.36
17,1530.67,60.21
18,1525.31,60.42
19,1522.76,60.52
20,1528.90,60.28
