Run_ID,Time_ms,Bandwidth_GBs
1,685.35,62.67
2,681.95,62.98
3,684.96,62.70
4,679.17,63.24
5,691.62,62.10
6,683.17,62.87
7,689.47,62.29
8,695.98,61.71
9,697.62,61.57
10,698.97,61.45
11,685.35,62.67
12,680.91,63.08
13,682.15,62.96
14,685.81,62.63
15,681.60,63.01
16,680.76,63.09
17,691.52,62.11
18,682.77,62.91
19,694.00,61.89
20,683.62,62.83
