Run_ID,Time_ms,Bandwidth_GBs
1,50069.97,2.56
2,50063.84,2.56
3,50149.80,2.56
4,50094.43,2.56
5,49974.66,2.56
6,50195.66,2.55
7,49986.28,2.56
8,50142.02,2.56
9,50123.00,2.56
10,50019.35,2.56
11,50032.60,2.56
12,50119.89,2.56
13,50020.24,2.56
14,50223.20,2.55
15,50009.05,2.56
16,50196.48,2.55
17,50148.49,2.56
18,50091.06,2.56
19,49892.97,2.57
20,50061.25,2.56
