batch_id,t0_ns,t1_ns,t2_ns,t3_ns,t4_ns,num_faults,spec_enqueues,spec_drops,spec_hits,enqueue_overhead_ns,total_latency_ns,phase01_ns,phase12_ns,phase23_ns
23607899,20834608959588,20834608969138,20834609437230,20834609437230,20834609437561,1,1,0,0,8189,477973,9550,468092,0
23607900,20834609466696,20834609470304,20834609600371,20834609600371,20834609600623,1,1,0,0,3245,133927,3608,130067,0
23607901,20834609676052,20834609679397,20834609851009,20834609851009,20834609851286,1,1,0,0,3058,175234,3345,171612,0
23607902,20834609908405,20834609911633,20834610039468,20834610039468,20834610039721,1,1,0,0,2926,131316,3228,127835,0
23607903,20834610128280,20834610131624,20834610241345,20834610241345,20834610241594,1,1,0,0,3062,113314,3344,109721,0
23607904,20834610401994,20834610405304,20834610521453,20834610521453,20834610521674,1,1,0,0,2936,119680,3310,116149,0
23607905,20834610723482,20834610726641,20834610828103,20834610828103,20834610828364,1,1,0,0,2828,104882,3159,101462,0
23607906,20834610933685,20834610936849,20834611068072,20834611068072,20834611068325,1,1,0,0,2873,134640,3164,131223,0
23607907,20834611259324,20834611264940,20834611369805,20834611369805,20834611370051,1,1,0,0,5326,110727,5616,104865,0
23607908,20834611502746,20834611506069,20834611623692,20834611623692,20834611623935,1,1,0,0,2971,121189,3323,117623,0
23607909,20834611805020,20834611808100,20834612022422,20834612022422,20834612022682,2,1,0,0,2826,217662,3080,214322,0
23607910,20834612165584,20834612168857,20834612262405,20834612262405,20834612262642,1,1,0,0,2979,97058,3273,93548,0
23607911,20834612343897,20834612347271,20834612457691,20834612457691,20834612457922,1,1,0,0,3032,114025,3374,110420,0
23607912,20834612630517,20834612633749,20834612731300,20834612731300,20834612731530,1,1,0,0,2908,101013,3232,97551,0
23607913,20834612904840,20834612908097,20834613018372,20834613018372,20834613018603,1,1,0,0,2934,113763,3257,110275,0
23607914,20834613108601,20834613111921,20834613186824,20834613186824,20834613187072,1,1,0,0,3007,78471,3320,74903,0
23607915,20834613232405,20834613235626,20834613339284,20834613339284,20834613339527,1,1,0,0,2936,107122,3221,103658,0
