Run_ID,Time_ms,Bandwidth_GBs
1,64678.12,2.53
2,64779.79,2.53
3,64844.75,2.53
4,64756.60,2.53
5,64671.87,2.53
6,64851.14,2.53
7,64968.35,2.52
8,64978.72,2.52
9,65071.16,2.52
10,64807.71,2.53
11,65014.61,2.52
12,64938.78,2.52
13,64789.45,2.53
14,64901.15,2.52
15,64944.88,2.52
16,64824.05,2.53
17,64799.77,2.53
18,64948.44,2.52
19,64809.52,2.53
20,64645.55,2.53
