Run_ID,Time_ms,Bandwidth_GBs
1,1318.29,4.89
2,1312.55,4.91
3,1317.02,4.89
4,1320.94,4.88
5,1326.57,4.86
6,1317.23,4.89
7,1315.17,4.90
8,1317.52,4.89
9,1316.20,4.89
10,1325.89,4.86
11,1317.29,4.89
12,1318.87,4.88
13,1319.23,4.88
14,1309.74,4.92
15,1326.13,4.86
16,1313.57,4.90
17,1313.59,4.90
18,1314.72,4.90
19,1309.84,4.92
20,1315.42,4.90
