Run_ID,Time_ms,Bandwidth_GBs
1,64727.11,2.53
2,64629.02,2.54
3,64622.03,2.54
4,64799.96,2.53
5,64672.56,2.53
6,64809.83,2.53
7,64766.61,2.53
8,64858.38,2.53
9,64700.76,2.53
10,64641.90,2.53
11,64832.11,2.53
12,64593.17,2.54
13,64702.36,2.53
14,64753.91,2.53
15,64864.96,2.53
16,64452.61,2.54
17,64846.49,2.53
18,64537.14,2.54
19,64641.47,2.53
20,64484.81,2.54
