Run_ID,Time_ms,Bandwidth_GBs
1,2250.82,1.43
2,2235.55,1.44
3,2235.73,1.44
4,2219.10,1.45
5,2245.58,1.43
6,2239.83,1.44
7,2239.39,1.44
8,2214.04,1.45
9,2197.56,1.47
10,2249.19,1.43
11,2248.48,1.43
12,2258.88,1.43
13,2251.43,1.43
14,2235.63,1.44
15,2212.09,1.46
16,2259.69,1.43
17,2261.88,1.42
18,2267.15,1.42
19,2258.99,1.43
20,2264.19,1.42
