config,iters,median_processed,median_enqueued,median_drops,median_demand_faults,median_spec_hits,median_spec_migrations,spec_hit_rate_pct
C0,8,0.0,0.0,0.0,8877089.0,0.0,0.0,0.000000
C0,12,0.0,0.0,0.0,13312036.5,0.0,0.0,0.000000
C0,16,0.0,0.0,0.0,17726063.0,0.0,0.0,0.000000
C0,20,0.0,0.0,0.0,22188388.5,0.0,0.0,0.000000
C4,8,5251672.5,5251672.5,299301.5,5549156.0,0.0,5251667.0,0.000000
C4,12,5390535.5,5390535.5,7465949.5,12857574.0,1094.0,5327689.5,0.020295
C4,16,4494855.5,4494855.5,12229387.5,16724754.0,0.0,4390541.0,0.000000
C4,20,4104692.5,4104692.5,7227130.5,11330793.5,1667.0,4045096.5,0.040612
