Run_ID,Time_ms,Bandwidth_GBs
1,274.21,1.89
2,275.85,1.88
3,271.74,1.90
4,274.19,1.89
5,270.65,1.91
6,272.98,1.90
7,274.23,1.89
8,274.37,1.89
9,273.46,1.89
10,273.86,1.89
11,274.22,1.89
12,274.03,1.89
13,271.17,1.91
14,274.43,1.89
15,270.59,1.91
16,273.86,1.89
17,271.98,1.90
18,270.11,1.92
19,272.29,1.90
20,272.88,1.90
